,stco,NAME,2000,2010
2318,44007,"Providence County, Rhode Island",621602,626667
2319,44009,"Washington County, Rhode Island",123546,126979
2320,45001,"Abbeville County, South Carolina",26167,25417
2321,45003,"Aiken County, South Carolina",142552,160099
2322,45005,"Allendale County, South Carolina",11211,10419
2323,45007,"Anderson County, South Carolina",165740,187126
2324,45009,"Bamberg County, South Carolina",16658,15987
2325,45011,"Barnwell County, South Carolina",23478,22621
2326,45013,"Beaufort County, South Carolina",120937,162233
2327,45015,"Berkeley County, South Carolina",142651,177843
2328,45017,"Calhoun County, South Carolina",15185,15175
2329,45019,"Charleston County, South Carolina",309969,350209
2330,45021,"Cherokee County, South Carolina",52537,55342
2331,45023,"Chester County, South Carolina",34068,33140
2332,45025,"Chesterfield County, South Carolina",42768,46734
2333,45027,"Clarendon County, South Carolina",32502,34971
2334,45029,"Colleton County, South Carolina",38264,38892
2335,45031,"Darlington County, South Carolina",67394,68681
2336,45033,"Dillon County, South Carolina",30722,32062
2337,45035,"Dorchester County, South Carolina",96413,136555
2338,45037,"Edgefield County, South Carolina",24595,26985
2339,45039,"Fairfield County, South Carolina",23454,23956
2340,45041,"Florence County, South Carolina",125761,136885
2341,45043,"Georgetown County, South Carolina",55797,60158
2342,45045,"Greenville County, South Carolina",379616,451225
2343,45047,"Greenwood County, South Carolina",66271,69661
2344,45049,"Hampton County, South Carolina",21386,21090
2345,45051,"Horry County, South Carolina",196629,269291
2346,45053,"Jasper County, South Carolina",20678,24777
2347,45055,"Kershaw County, South Carolina",52647,61697
2348,45057,"Lancaster County, South Carolina",61351,76652
2349,45059,"Laurens County, South Carolina",69567,66537
2350,45061,"Lee County, South Carolina",20119,19220
2351,45063,"Lexington County, South Carolina",216014,262391
2352,45065,"McCormick County, South Carolina",9958,10233
2353,45067,"Marion County, South Carolina",35466,33062
2354,45069,"Marlboro County, South Carolina",28818,28933
2355,45071,"Newberry County, South Carolina",36108,37508
2356,45073,"Oconee County, South Carolina",66215,74273
2357,45075,"Orangeburg County, South Carolina",91582,92501
2358,45077,"Pickens County, South Carolina",110757,119224
2359,45079,"Richland County, South Carolina",320677,384504
2360,45081,"Saluda County, South Carolina",19181,19875
2361,45083,"Spartanburg County, South Carolina",253791,284307
2362,45085,"Sumter County, South Carolina",104646,107456
2363,45087,"Union County, South Carolina",29881,28961
2364,45089,"Williamsburg County, South Carolina",37217,34423
2365,45091,"York County, South Carolina",164614,226073
2366,46003,"Aurora County, South Dakota",3058,2710
2367,46005,"Beadle County, South Dakota",17023,17398
2368,46007,"Bennett County, South Dakota",3574,3431
2369,46009,"Bon Homme County, South Dakota",7260,7070
2370,46011,"Brookings County, South Dakota",28220,31965
2371,46013,"Brown County, South Dakota",35460,36531
2372,46015,"Brule County, South Dakota",5364,5255
2373,46017,"Buffalo County, South Dakota",2032,1912
2374,46019,"Butte County, South Dakota",9094,10110
2375,46021,"Campbell County, South Dakota",1782,1466
2376,46023,"Charles Mix County, South Dakota",9350,9129
2377,46025,"Clark County, South Dakota",4143,3691
2378,46027,"Clay County, South Dakota",13537,13864
2379,46029,"Codington County, South Dakota",25897,27227
2380,46031,"Corson County, South Dakota",4181,4050
2381,46033,"Custer County, South Dakota",7275,8216
2382,46035,"Davison County, South Dakota",18741,19504
2383,46037,"Day County, South Dakota",6267,5710
2384,46039,"Deuel County, South Dakota",4498,4364
2385,46041,"Dewey County, South Dakota",5972,5301
2386,46043,"Douglas County, South Dakota",3458,3002
2387,46045,"Edmunds County, South Dakota",4367,4071
2388,46047,"Fall River County, South Dakota",7453,7094
2389,46049,"Faulk County, South Dakota",2640,2364
2390,46051,"Grant County, South Dakota",7847,7356
2391,46053,"Gregory County, South Dakota",4792,4271
2392,46055,"Haakon County, South Dakota",2196,1937
2393,46057,"Hamlin County, South Dakota",5540,5903
2394,46059,"Hand County, South Dakota",3741,3431
2395,46061,"Hanson County, South Dakota",3139,3331
2396,46063,"Harding County, South Dakota",1353,1255
2397,46065,"Hughes County, South Dakota",16481,17022
2398,46067,"Hutchinson County, South Dakota",8075,7343
2399,46069,"Hyde County, South Dakota",1671,1420
2400,46071,"Jackson County, South Dakota",2930,3031
2401,46073,"Jerauld County, South Dakota",2295,2071
2402,46075,"Jones County, South Dakota",1193,1006
2403,46077,"Kingsbury County, South Dakota",5815,5148
2404,46079,"Lake County, South Dakota",11276,11200
2405,46081,"Lawrence County, South Dakota",21802,24097
2406,46083,"Lincoln County, South Dakota",24131,44828
2407,46085,"Lyman County, South Dakota",3895,3755
2408,46087,"McCook County, South Dakota",5832,5618
2409,46089,"McPherson County, South Dakota",2904,2459
2410,46091,"Marshall County, South Dakota",4576,4656
2411,46093,"Meade County, South Dakota",24253,25434
2412,46095,"Mellette County, South Dakota",2083,2048
2413,46097,"Miner County, South Dakota",2884,2389
2414,46099,"Minnehaha County, South Dakota",148281,169468
2415,46101,"Moody County, South Dakota",6595,6486
2416,46103,"Pennington County, South Dakota",88565,100948
2417,46105,"Perkins County, South Dakota",3363,2982
2418,46107,"Potter County, South Dakota",2693,2329
2419,46109,"Roberts County, South Dakota",10016,10149
2420,46111,"Sanborn County, South Dakota",2675,2355
2421,46113,"Shannon County, South Dakota",12466,13586
2422,46115,"Spink County, South Dakota",7454,6415
2423,46117,"Stanley County, South Dakota",2772,2966
2424,46119,"Sully County, South Dakota",1556,1373
2425,46121,"Todd County, South Dakota",9050,9612
2426,46123,"Tripp County, South Dakota",6430,5644
2427,46125,"Turner County, South Dakota",8849,8347
2428,46127,"Union County, South Dakota",12584,14399
2429,46129,"Walworth County, South Dakota",5974,5438
2430,46135,"Yankton County, South Dakota",21652,22438
2431,46137,"Ziebach County, South Dakota",2519,2801
2432,47001,"Anderson County, Tennessee",71330,75129
2433,47003,"Bedford County, Tennessee",37586,45058
2434,47005,"Benton County, Tennessee",16537,16489
2435,47007,"Bledsoe County, Tennessee",12367,12876
2436,47009,"Blount County, Tennessee",105823,123010
2437,47011,"Bradley County, Tennessee",87965,98963
2438,47013,"Campbell County, Tennessee",39854,40716
2439,47015,"Cannon County, Tennessee",12826,13801
2440,47017,"Carroll County, Tennessee",29475,28522
2441,47019,"Carter County, Tennessee",56742,57424
2442,47021,"Cheatham County, Tennessee",35912,39105
2443,47023,"Chester County, Tennessee",15540,17131
2444,47025,"Claiborne County, Tennessee",29862,32213
2445,47027,"Clay County, Tennessee",7976,7861
2446,47029,"Cocke County, Tennessee",33565,35662
2447,47031,"Coffee County, Tennessee",48014,52796
2448,47033,"Crockett County, Tennessee",14532,14586
2449,47035,"Cumberland County, Tennessee",46802,56053
2450,47037,"Davidson County, Tennessee",569891,626681
2451,47039,"Decatur County, Tennessee",11731,11757
2452,47041,"DeKalb County, Tennessee",17423,18723
2453,47043,"Dickson County, Tennessee",43156,49666
2454,47045,"Dyer County, Tennessee",37279,38335
2455,47047,"Fayette County, Tennessee",28806,38413
2456,47049,"Fentress County, Tennessee",16625,17959
2457,47051,"Franklin County, Tennessee",39270,41052
2458,47053,"Gibson County, Tennessee",48152,49683
2459,47055,"Giles County, Tennessee",29447,29485
2460,47057,"Grainger County, Tennessee",20659,22657
2461,47059,"Greene County, Tennessee",62909,68831
2462,47061,"Grundy County, Tennessee",14332,13703
2463,47063,"Hamblen County, Tennessee",58128,62544
2464,47065,"Hamilton County, Tennessee",307896,336463
2465,47067,"Hancock County, Tennessee",6786,6819
2466,47069,"Hardeman County, Tennessee",28105,27253
2467,47071,"Hardin County, Tennessee",25578,26026
2468,47073,"Hawkins County, Tennessee",53563,56833
2469,47075,"Haywood County, Tennessee",19797,18787
2470,47077,"Henderson County, Tennessee",25522,27769
2471,47079,"Henry County, Tennessee",31115,32330
2472,47081,"Hickman County, Tennessee",22295,24690
2473,47083,"Houston County, Tennessee",8088,8426
2474,47085,"Humphreys County, Tennessee",17929,18538
2475,47087,"Jackson County, Tennessee",10984,11638
2476,47089,"Jefferson County, Tennessee",44294,51407
2477,47091,"Johnson County, Tennessee",17499,18244
2478,47093,"Knox County, Tennessee",382032,432226
2479,47095,"Lake County, Tennessee",7954,7832
2480,47097,"Lauderdale County, Tennessee",27101,27815
2481,47099,"Lawrence County, Tennessee",39926,41869
2482,47101,"Lewis County, Tennessee",11367,12161
2483,47103,"Lincoln County, Tennessee",31340,33361
2484,47105,"Loudon County, Tennessee",39086,48556
2485,47107,"McMinn County, Tennessee",49015,52266
2486,47109,"McNairy County, Tennessee",24653,26075
2487,47111,"Macon County, Tennessee",20386,22248
2488,47113,"Madison County, Tennessee",91837,98294
2489,47115,"Marion County, Tennessee",27776,28237
2490,47117,"Marshall County, Tennessee",26767,30617
2491,47119,"Maury County, Tennessee",69498,80956
2492,47121,"Meigs County, Tennessee",11086,11753
2493,47123,"Monroe County, Tennessee",38961,44519
2494,47125,"Montgomery County, Tennessee",134768,172331
2495,47127,"Moore County, Tennessee",5740,6362
2496,47129,"Morgan County, Tennessee",19757,21987
2497,47131,"Obion County, Tennessee",32450,31807
2498,47133,"Overton County, Tennessee",20118,22083
2499,47135,"Perry County, Tennessee",7631,7915
2500,47137,"Pickett County, Tennessee",4945,5077
2501,47139,"Polk County, Tennessee",16050,16825
2502,47141,"Putnam County, Tennessee",62315,72321
2503,47143,"Rhea County, Tennessee",28400,31809
2504,47145,"Roane County, Tennessee",51910,54181
2505,47147,"Robertson County, Tennessee",54433,66283
2506,47149,"Rutherford County, Tennessee",182023,262604
2507,47151,"Scott County, Tennessee",21127,22228
2508,47153,"Sequatchie County, Tennessee",11370,14112
2509,47155,"Sevier County, Tennessee",71170,89889
2510,47157,"Shelby County, Tennessee",897472,927644
2511,47159,"Smith County, Tennessee",17712,19166
2512,47161,"Stewart County, Tennessee",12370,13324
2513,47163,"Sullivan County, Tennessee",153048,156823
2514,47165,"Sumner County, Tennessee",130449,160645
2515,47167,"Tipton County, Tennessee",51271,61081
2516,47169,"Trousdale County, Tennessee",7259,7870
2517,47171,"Unicoi County, Tennessee",17667,18313
2518,47173,"Union County, Tennessee",17808,19109
2519,47175,"Van Buren County, Tennessee",5508,5548
2520,47177,"Warren County, Tennessee",38276,39839
2521,47179,"Washington County, Tennessee",107198,122979
2522,47181,"Wayne County, Tennessee",16842,17021
2523,47183,"Weakley County, Tennessee",34895,35021
2524,47185,"White County, Tennessee",23102,25841
2525,47187,"Williamson County, Tennessee",126638,183182
2526,47189,"Wilson County, Tennessee",88809,113993
2527,48001,"Anderson County, Texas",55109,58458
2528,48003,"Andrews County, Texas",13004,14786
2529,48005,"Angelina County, Texas",80130,86771
2530,48007,"Aransas County, Texas",22497,23158
2531,48009,"Archer County, Texas",8854,9054
2532,48011,"Armstrong County, Texas",2148,1901
2533,48013,"Atascosa County, Texas",38628,44911
2534,48015,"Austin County, Texas",23590,28417
2535,48017,"Bailey County, Texas",6594,7165
2536,48019,"Bandera County, Texas",17645,20485
2537,48021,"Bastrop County, Texas",57733,74171
2538,48023,"Baylor County, Texas",4093,3726
2539,48025,"Bee County, Texas",32359,31861
2540,48027,"Bell County, Texas",237974,310235
2541,48029,"Bexar County, Texas",1392931,1714773
2542,48031,"Blanco County, Texas",8418,10497
2543,48033,"Borden County, Texas",729,641
2544,48035,"Bosque County, Texas",17204,18212
2545,48037,"Bowie County, Texas",89306,92565
2546,48039,"Brazoria County, Texas",241767,313166
2547,48041,"Brazos County, Texas",152415,194851
2548,48043,"Brewster County, Texas",8866,9232
2549,48045,"Briscoe County, Texas",1790,1637
2550,48047,"Brooks County, Texas",7976,7223
2551,48049,"Brown County, Texas",37674,38106
2552,48051,"Burleson County, Texas",16470,17187
2553,48053,"Burnet County, Texas",34147,42750
2554,48055,"Caldwell County, Texas",32194,38066
2555,48057,"Calhoun County, Texas",20647,21381
2556,48059,"Callahan County, Texas",12905,13544
2557,48061,"Cameron County, Texas",335227,406220
2558,48063,"Camp County, Texas",11549,12401
2559,48065,"Carson County, Texas",6516,6182
2560,48067,"Cass County, Texas",30438,30464
2561,48069,"Castro County, Texas",8285,8062
2562,48071,"Chambers County, Texas",26031,35096
2563,48073,"Cherokee County, Texas",46659,50845
2564,48075,"Childress County, Texas",7688,7041
2565,48077,"Clay County, Texas",11006,10752
2566,48079,"Cochran County, Texas",3730,3127
2567,48081,"Coke County, Texas",3864,3320
2568,48083,"Coleman County, Texas",9235,8895
2569,48085,"Collin County, Texas",491675,782341
2570,48087,"Collingsworth County, Texas",3206,3057
2571,48089,"Colorado County, Texas",20390,20874
2572,48091,"Comal County, Texas",78021,108472
2573,48093,"Comanche County, Texas",14026,13974
2574,48095,"Concho County, Texas",3966,4087
2575,48097,"Cooke County, Texas",36363,38437
2576,48099,"Coryell County, Texas",74978,75388
2577,48101,"Cottle County, Texas",1904,1505
2578,48103,"Crane County, Texas",3996,4375
2579,48105,"Crockett County, Texas",4099,3719
2580,48107,"Crosby County, Texas",7072,6059
2581,48109,"Culberson County, Texas",2975,2398
2582,48111,"Dallam County, Texas",6222,6703
2583,48113,"Dallas County, Texas",2218899,2368139
2584,48115,"Dawson County, Texas",14985,13833
2585,48117,"Deaf Smith County, Texas",18561,19372
2586,48119,"Delta County, Texas",5327,5231
2587,48121,"Denton County, Texas",432976,662614
2588,48123,"DeWitt County, Texas",20013,20097
2589,48125,"Dickens County, Texas",2762,2444
2590,48127,"Dimmit County, Texas",10248,9996
2591,48129,"Donley County, Texas",3828,3677
2592,48131,"Duval County, Texas",13120,11782
2593,48133,"Eastland County, Texas",18297,18583
2594,48135,"Ector County, Texas",121123,137130
2595,48137,"Edwards County, Texas",2162,2002
2596,48139,"Ellis County, Texas",111360,149610
2597,48141,"El Paso County, Texas",679622,800647
2598,48143,"Erath County, Texas",33001,37890
2599,48145,"Falls County, Texas",18576,17866
2600,48147,"Fannin County, Texas",31242,33915
2601,48149,"Fayette County, Texas",21804,24554
2602,48151,"Fisher County, Texas",4344,3974
2603,48153,"Floyd County, Texas",7771,6446
2604,48155,"Foard County, Texas",1622,1336
2605,48157,"Fort Bend County, Texas",354452,585375
2606,48159,"Franklin County, Texas",9458,10605
2607,48161,"Freestone County, Texas",17867,19816
2608,48163,"Frio County, Texas",16252,17217
2609,48165,"Gaines County, Texas",14467,17526
2610,48167,"Galveston County, Texas",250158,291309
2611,48169,"Garza County, Texas",4872,6461
2612,48171,"Gillespie County, Texas",20814,24837
2613,48173,"Glasscock County, Texas",1406,1226
2614,48175,"Goliad County, Texas",6928,7210
2615,48177,"Gonzales County, Texas",18628,19807
2616,48179,"Gray County, Texas",22744,22535
2617,48181,"Grayson County, Texas",110595,120877
2618,48183,"Gregg County, Texas",111379,121730
2619,48185,"Grimes County, Texas",23552,26604
2620,48187,"Guadalupe County, Texas",89023,131533
2621,48189,"Hale County, Texas",36602,36273
2622,48191,"Hall County, Texas",3782,3353
2623,48193,"Hamilton County, Texas",8229,8517
2624,48195,"Hansford County, Texas",5369,5613
2625,48197,"Hardeman County, Texas",4724,4139
2626,48199,"Hardin County, Texas",48073,54635
2627,48201,"Harris County, Texas",3400578,4092459
2628,48203,"Harrison County, Texas",62110,65631
2629,48205,"Hartley County, Texas",5537,6062
2630,48207,"Haskell County, Texas",6093,5899
2631,48209,"Hays County, Texas",97589,157107
2632,48211,"Hemphill County, Texas",3351,3807
2633,48213,"Henderson County, Texas",73277,78532
2634,48215,"Hidalgo County, Texas",569463,774769
2635,48217,"Hill County, Texas",32321,35089
2636,48219,"Hockley County, Texas",22716,22935
2637,48221,"Hood County, Texas",41100,51182
2638,48223,"Hopkins County, Texas",31960,35161
2639,48225,"Houston County, Texas",23185,23732
2640,48227,"Howard County, Texas",33627,35012
2641,48229,"Hudspeth County, Texas",3344,3476
2642,48231,"Hunt County, Texas",76596,86129
2643,48233,"Hutchinson County, Texas",23857,22150
2644,48235,"Irion County, Texas",1771,1599
2645,48237,"Jack County, Texas",8763,9044
2646,48239,"Jackson County, Texas",14391,14075
2647,48241,"Jasper County, Texas",35604,35710
2648,48243,"Jeff Davis County, Texas",2207,2342
2649,48245,"Jefferson County, Texas",252051,252273
2650,48247,"Jim Hogg County, Texas",5281,5300
2651,48249,"Jim Wells County, Texas",39326,40838
2652,48251,"Johnson County, Texas",126811,150934
2653,48253,"Jones County, Texas",20785,20202
2654,48255,"Karnes County, Texas",15446,14824
2655,48257,"Kaufman County, Texas",71313,103350
2656,48259,"Kendall County, Texas",23743,33410
2657,48261,"Kenedy County, Texas",414,416
2658,48263,"Kent County, Texas",859,808
2659,48265,"Kerr County, Texas",43653,49625
2660,48267,"Kimble County, Texas",4468,4607
2661,48269,"King County, Texas",356,286
2662,48271,"Kinney County, Texas",3379,3598
2663,48273,"Kleberg County, Texas",31549,32061
2664,48275,"Knox County, Texas",4253,3719
2665,48277,"Lamar County, Texas",48499,49793
2666,48279,"Lamb County, Texas",14709,13977
2667,48281,"Lampasas County, Texas",17762,19677
2668,48283,"La Salle County, Texas",5866,6886
2669,48285,"Lavaca County, Texas",19210,19263
2670,48287,"Lee County, Texas",15657,16612
2671,48289,"Leon County, Texas",15335,16801
2672,48291,"Liberty County, Texas",70154,75643
2673,48293,"Limestone County, Texas",22051,23384
2674,48295,"Lipscomb County, Texas",3057,3302
2675,48297,"Live Oak County, Texas",12309,11531
2676,48299,"Llano County, Texas",17044,19301
2677,48301,"Loving County, Texas",67,82
2678,48303,"Lubbock County, Texas",242628,278831
2679,48305,"Lynn County, Texas",6550,5915
2680,48307,"McCulloch County, Texas",8205,8283
2681,48309,"McLennan County, Texas",213517,234906
2682,48311,"McMullen County, Texas",851,707
2683,48313,"Madison County, Texas",12940,13664
2684,48315,"Marion County, Texas",10941,10546
2685,48317,"Martin County, Texas",4746,4799
2686,48319,"Mason County, Texas",3738,4012
2687,48321,"Matagorda County, Texas",37957,36702
2688,48323,"Maverick County, Texas",47297,54258
2689,48325,"Medina County, Texas",39304,46006
2690,48327,"Menard County, Texas",2360,2242
2691,48329,"Midland County, Texas",116009,136872
2692,48331,"Milam County, Texas",24238,24757
2693,48333,"Mills County, Texas",5151,4936
2694,48335,"Mitchell County, Texas",9698,9403
2695,48337,"Montague County, Texas",19117,19719
2696,48339,"Montgomery County, Texas",293768,455746
2697,48341,"Moore County, Texas",20121,21904
2698,48343,"Morris County, Texas",13048,12934
2699,48345,"Motley County, Texas",1426,1210
2700,48347,"Nacogdoches County, Texas",59203,64524
2701,48349,"Navarro County, Texas",45124,47735
2702,48351,"Newton County, Texas",15072,14445
2703,48353,"Nolan County, Texas",15802,15216
2704,48355,"Nueces County, Texas",313645,340223
2705,48357,"Ochiltree County, Texas",9006,10223
2706,48359,"Oldham County, Texas",2185,2052
2707,48361,"Orange County, Texas",84966,81837
2708,48363,"Palo Pinto County, Texas",27026,28111
2709,48365,"Panola County, Texas",22756,23796
2710,48367,"Parker County, Texas",88495,116927
2711,48369,"Parmer County, Texas",10016,10269
2712,48371,"Pecos County, Texas",16809,15507
2713,48373,"Polk County, Texas",41133,45413
2714,48375,"Potter County, Texas",113546,121073
2715,48377,"Presidio County, Texas",7304,7818
2716,48379,"Rains County, Texas",9139,10914
2717,48381,"Randall County, Texas",104312,120725
2718,48383,"Reagan County, Texas",3326,3367
2719,48385,"Real County, Texas",3047,3309
2720,48387,"Red River County, Texas",14314,12860
2721,48389,"Reeves County, Texas",13137,13783
2722,48391,"Refugio County, Texas",7828,7383
2723,48393,"Roberts County, Texas",887,929
2724,48395,"Robertson County, Texas",16000,16622
2725,48397,"Rockwall County, Texas",43080,78337
2726,48399,"Runnels County, Texas",11495,10501
2727,48401,"Rusk County, Texas",47372,53330
2728,48403,"Sabine County, Texas",10469,10834
2729,48405,"San Augustine County, Texas",8946,8865
2730,48407,"San Jacinto County, Texas",22246,26384
2731,48409,"San Patricio County, Texas",67138,64804
2732,48411,"San Saba County, Texas",6186,6131
2733,48413,"Schleicher County, Texas",2935,3461
2734,48415,"Scurry County, Texas",16361,16921
2735,48417,"Shackelford County, Texas",3302,3378
2736,48419,"Shelby County, Texas",25224,25448
2737,48421,"Sherman County, Texas",3186,3034
2738,48423,"Smith County, Texas",174706,209714
2739,48425,"Somervell County, Texas",6809,8490
2740,48427,"Starr County, Texas",53597,60968
2741,48429,"Stephens County, Texas",9674,9630
2742,48431,"Sterling County, Texas",1393,1143
2743,48433,"Stonewall County, Texas",1693,1490
2744,48435,"Sutton County, Texas",4077,4128
2745,48437,"Swisher County, Texas",8378,7854
2746,48439,"Tarrant County, Texas",1446219,1809034
2747,48441,"Taylor County, Texas",126555,131506
2748,48443,"Terrell County, Texas",1081,984
2749,48445,"Terry County, Texas",12761,12651
2750,48447,"Throckmorton County, Texas",1850,1641
2751,48449,"Titus County, Texas",28118,32334
2752,48451,"Tom Green County, Texas",104010,110224
2753,48453,"Travis County, Texas",812280,1024266
2754,48455,"Trinity County, Texas",13779,14585
2755,48457,"Tyler County, Texas",20871,21766
2756,48459,"Upshur County, Texas",35291,39309
2757,48461,"Upton County, Texas",3404,3355
2758,48463,"Uvalde County, Texas",25926,26405
2759,48465,"Val Verde County, Texas",44856,48879
2760,48467,"Van Zandt County, Texas",48140,52579
2761,48469,"Victoria County, Texas",84088,86793
2762,48471,"Walker County, Texas",61758,67861
2763,48473,"Waller County, Texas",32663,43205
2764,48475,"Ward County, Texas",10909,10658
2765,48477,"Washington County, Texas",30373,33718
2766,48479,"Webb County, Texas",193117,250304
2767,48481,"Wharton County, Texas",41188,41280
2768,48483,"Wheeler County, Texas",5284,5410
2769,48485,"Wichita County, Texas",131664,131500
2770,48487,"Wilbarger County, Texas",14676,13535
2771,48489,"Willacy County, Texas",20082,22134
2772,48491,"Williamson County, Texas",249967,422679
2773,48493,"Wilson County, Texas",32408,42918
2774,48495,"Winkler County, Texas",7173,7110
2775,48497,"Wise County, Texas",48793,59127
2776,48499,"Wood County, Texas",36752,41964
2777,48501,"Yoakum County, Texas",7322,7879
2778,48503,"Young County, Texas",17943,18550
2779,48505,"Zapata County, Texas",12182,14018
2780,48507,"Zavala County, Texas",11600,11677
2781,49001,"Beaver County, Utah",6005,6629
2782,49003,"Box Elder County, Utah",42745,49975
2783,49005,"Cache County, Utah",91391,112656
2784,49007,"Carbon County, Utah",20422,21403
2785,49009,"Daggett County, Utah",921,1059
2786,49011,"Davis County, Utah",238994,306479
2787,49013,"Duchesne County, Utah",14371,18607
2788,49015,"Emery County, Utah",10860,10976
2789,49017,"Garfield County, Utah",4735,5172
2790,49019,"Grand County, Utah",8485,9225
2791,49021,"Iron County, Utah",33779,46163
2792,49023,"Juab County, Utah",8238,10246
2793,49025,"Kane County, Utah",6046,7125
2794,49027,"Millard County, Utah",12405,12503
2795,49029,"Morgan County, Utah",7129,9469
2796,49031,"Piute County, Utah",1435,1556
2797,49033,"Rich County, Utah",1961,2264
2798,49035,"Salt Lake County, Utah",898387,1029655
2799,49037,"San Juan County, Utah",14413,14746
2800,49039,"Sanpete County, Utah",22763,27822
2801,49041,"Sevier County, Utah",18842,20802
2802,49043,"Summit County, Utah",29736,36324
2803,49045,"Tooele County, Utah",40735,58218
2804,49047,"Uintah County, Utah",25224,32588
2805,49049,"Utah County, Utah",368536,516564
2806,49051,"Wasatch County, Utah",15215,23530
2807,49053,"Washington County, Utah",90354,138115
2808,49055,"Wayne County, Utah",2509,2778
2809,49057,"Weber County, Utah",196533,231236
2810,50001,"Addison County, Vermont",35974,36821
2811,50003,"Bennington County, Vermont",36994,37125
2812,50005,"Caledonia County, Vermont",29702,31227
2813,50007,"Chittenden County, Vermont",146571,156545
2814,50009,"Essex County, Vermont",6459,6306
2815,50011,"Franklin County, Vermont",45417,47746
2816,50013,"Grand Isle County, Vermont",6901,6970
2817,50015,"Lamoille County, Vermont",23233,24475
2818,50017,"Orange County, Vermont",28226,28936
2819,50019,"Orleans County, Vermont",26277,27231
2820,50021,"Rutland County, Vermont",63400,61642
2821,50023,"Washington County, Vermont",58039,59534
2822,50025,"Windham County, Vermont",44216,44513
2823,50027,"Windsor County, Vermont",57418,56670
2824,51001,"Accomack County, Virginia",38305,33164
2825,51003,"Albemarle County, Virginia",79236,98970
2826,51005,"Alleghany County, Virginia",12926,16250
2827,51007,"Amelia County, Virginia",11400,12690
2828,51009,"Amherst County, Virginia",31894,32353
2829,51011,"Appomattox County, Virginia",13705,14973
2830,51013,"Arlington County, Virginia",189453,207627
2831,51015,"Augusta County, Virginia",65615,73750
2832,51017,"Bath County, Virginia",5048,4731
2833,51019,"Bedford County, Virginia",60371,68676
2834,51021,"Bland County, Virginia",6871,6824
2835,51023,"Botetourt County, Virginia",30496,33148
2836,51025,"Brunswick County, Virginia",18419,17434
2837,51027,"Buchanan County, Virginia",26978,24098
2838,51029,"Buckingham County, Virginia",15623,17146
2839,51031,"Campbell County, Virginia",51078,54842
2840,51033,"Caroline County, Virginia",22121,28545
2841,51035,"Carroll County, Virginia",29245,30042
2842,51036,"Charles City County, Virginia",6926,7256
2843,51037,"Charlotte County, Virginia",12472,12586
2844,51041,"Chesterfield County, Virginia",259903,316236
2845,51043,"Clarke County, Virginia",12652,14034
2846,51045,"Craig County, Virginia",5091,5190
2847,51047,"Culpeper County, Virginia",34262,46689
2848,51049,"Cumberland County, Virginia",9017,10052
2849,51051,"Dickenson County, Virginia",16395,15903
2850,51053,"Dinwiddie County, Virginia",24533,28001
2851,51057,"Essex County, Virginia",9989,11151
2852,51059,"Fairfax County, Virginia",969749,1081726
2853,51061,"Fauquier County, Virginia",55139,65203
2854,51063,"Floyd County, Virginia",13874,15279
2855,51065,"Fluvanna County, Virginia",20047,25691
2856,51067,"Franklin County, Virginia",47286,56159
2857,51069,"Frederick County, Virginia",59209,78305
2858,51071,"Giles County, Virginia",16657,17286
2859,51073,"Gloucester County, Virginia",34780,36858
2860,51075,"Goochland County, Virginia",16863,21717
2861,51077,"Grayson County, Virginia",17917,15533
2862,51079,"Greene County, Virginia",15244,18403
2863,51081,"Greensville County, Virginia",11560,12243
2864,51083,"Halifax County, Virginia",37355,36241
2865,51085,"Hanover County, Virginia",86320,99863
2866,51087,"Henrico County, Virginia",262300,306935
2867,51089,"Henry County, Virginia",57930,54151
2868,51091,"Highland County, Virginia",2536,2321
2869,51093,"Isle of Wight County, Virginia",29728,35270
2870,51095,"James City County, Virginia",48102,67009
2871,51097,"King and Queen County, Virginia",6630,6945
2872,51099,"King George County, Virginia",16803,23584
2873,51101,"King William County, Virginia",13146,15935
2874,51103,"Lancaster County, Virginia",11567,11391
2875,51105,"Lee County, Virginia",23589,25587
2876,51107,"Loudoun County, Virginia",169599,312311
2877,51109,"Louisa County, Virginia",25627,33153
2878,51111,"Lunenburg County, Virginia",13146,12914
2879,51113,"Madison County, Virginia",12520,13308
2880,51115,"Mathews County, Virginia",9207,8978
2881,51117,"Mecklenburg County, Virginia",32380,32727
2882,51119,"Middlesex County, Virginia",9932,10959
2883,51121,"Montgomery County, Virginia",83629,94392
2884,51125,"Nelson County, Virginia",14445,15020
2885,51127,"New Kent County, Virginia",13462,18429
2886,51131,"Northampton County, Virginia",13093,12389
2887,51133,"Northumberland County, Virginia",12259,12330
2888,51135,"Nottoway County, Virginia",15725,15853
2889,51137,"Orange County, Virginia",25881,33481
2890,51139,"Page County, Virginia",23177,24042
2891,51141,"Patrick County, Virginia",19407,18490
2892,51143,"Pittsylvania County, Virginia",61745,63506
2893,51145,"Powhatan County, Virginia",22377,28046
2894,51147,"Prince Edward County, Virginia",19720,23368
2895,51149,"Prince George County, Virginia",33047,35725
2896,51153,"Prince William County, Virginia",280813,402002
2897,51155,"Pulaski County, Virginia",35127,34872
2898,51157,"Rappahannock County, Virginia",6983,7373
2899,51159,"Richmond County, Virginia",8809,9254
2900,51161,"Roanoke County, Virginia",85778,92376
2901,51163,"Rockbridge County, Virginia",20808,22307
2902,51165,"Rockingham County, Virginia",67725,76314
