w_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate
090053105002010,23,3,11,9,4,8,11,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,18,0,0,0,0,22,1,0,0,0,0,19,4,0,8,5,7,7,16,0,0,0,17,6,4,18,1,0,0,20190825
090053106011000,20,9,4,7,4,9,7,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,15,0,0,0,0,18,2,0,0,0,0,20,0,1,5,1,4,6,14,0,0,0,0,20,20,0,0,0,0,20190825
090053106011001,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,2,2,0,0,0,0,20190825
090053106011003,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,20190825
090053106011005,4,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,2,1,3,1,0,0,0,0,4,3,0,0,0,1,20190825
090053106011006,8,2,6,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,1,0,0,7,1,1,4,1,0,1,7,0,0,8,0,0,8,0,0,0,0,20190825
090053106011008,275,62,145,68,19,108,148,0,0,0,1,161,0,0,67,0,1,0,5,0,4,0,35,0,0,1,0,249,19,1,6,0,0,249,26,26,66,66,55,180,95,1,8,0,3,263,21,0,155,3,96,20190825
090053106011012,10,1,5,4,4,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,8,2,0,4,3,2,8,2,0,0,0,0,10,1,0,0,0,9,20190825
090053106011013,25,9,12,4,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,3,0,21,1,0,0,0,3,25,0,2,5,6,3,13,12,21,0,4,0,0,25,0,0,0,0,20190825
090053106011018,159,29,90,40,34,68,57,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,132,0,0,0,0,141,15,0,1,0,2,148,11,15,29,44,42,33,126,0,0,0,0,159,24,64,1,0,70,20190825
090053106011019,48,5,22,21,6,17,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,40,0,0,3,0,46,2,0,0,0,0,46,2,1,11,18,13,10,38,0,0,0,5,43,33,7,0,0,8,20190825
090053106012002,37,6,11,20,12,17,8,0,0,0,0,16,11,2,0,0,0,0,0,0,0,0,0,0,8,0,0,37,0,0,0,0,0,34,3,3,11,10,7,23,14,9,0,0,0,28,36,0,0,0,1,20190825
090053106012004,28,4,13,11,3,12,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,22,6,6,10,6,2,23,5,0,0,0,0,28,0,0,28,0,0,20190825
090053106012005,103,15,55,33,12,42,49,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,94,3,0,6,0,0,94,9,7,33,29,19,57,46,0,0,0,0,103,14,0,89,0,0,20190825
090053106012008,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,20190825
090053106012011,15,0,10,5,2,4,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,15,0,2,9,4,0,14,1,0,0,14,0,1,0,15,0,0,0,20190825
090053106012012,285,40,147,98,6,70,209,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,10,2,10,0,3,251,34,33,68,88,56,177,108,0,0,0,0,285,12,2,271,0,0,20190825
090053106012013,10,0,5,5,1,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,10,0,0,2,6,2,7,3,0,0,0,1,9,9,0,0,0,1,20190825
090053106012019,182,26,102,54,7,25,150,0,0,0,153,0,0,27,0,0,0,0,1,0,0,0,0,0,0,1,0,171,7,0,4,0,0,168,14,17,53,40,46,164,18,0,1,0,1,180,4,27,148,0,3,20190825
090053106012020,69,9,35,25,4,16,49,0,0,0,0,55,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,56,7,1,4,0,1,58,11,9,19,19,13,51,18,1,0,2,2,64,15,0,0,0,54,20190825
090053106012021,344,33,197,114,18,94,232,0,0,0,0,278,0,1,58,0,0,5,1,0,0,0,0,0,0,1,0,304,16,1,19,0,4,323,21,35,90,112,74,233,111,4,0,0,57,283,9,0,5,0,330,20190825
090053106012022,3,0,3,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,3,0,2,1,1,0,0,0,2,1,1,0,0,1,20190825
090053106012023,4,1,0,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,4,0,0,2,1,0,3,1,1,0,0,0,3,4,0,0,0,0,20190825
090053106012025,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,0,1,1,0,0,4,0,4,0,0,0,4,0,0,0,0,20190825
090053106012026,152,12,92,48,7,58,87,0,0,0,0,143,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,5,1,4,0,0,141,11,17,42,43,38,95,57,8,0,0,9,135,16,24,55,0,57,20190825
090053106021001,29,1,13,15,1,4,24,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,0,1,10,8,9,21,8,1,0,0,0,28,1,28,0,0,0,20190825
090053106021003,183,60,77,46,51,75,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,157,16,1,5,0,4,164,19,12,31,43,37,38,145,0,0,0,0,183,0,0,182,0,1,20190825
090053106021004,45,25,14,6,18,17,10,0,0,0,0,0,0,13,0,0,6,6,0,0,0,0,2,0,18,0,0,39,3,0,3,0,0,37,8,1,3,11,5,19,26,1,0,0,0,44,8,0,0,4,33,20190825
090053106021014,35,1,19,15,10,13,12,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,6,0,0,0,35,0,0,0,0,0,35,0,2,15,12,5,23,12,0,0,0,3,32,3,24,0,0,8,20190825
090053106021015,9,4,4,1,0,6,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,1,2,0,2,1,8,0,0,0,0,9,0,0,9,0,0,20190825
090053106021019,61,18,28,15,21,22,18,0,0,0,0,0,4,19,0,0,0,5,0,0,8,0,0,0,14,11,0,60,0,0,0,0,1,59,2,5,16,15,7,44,17,0,0,0,0,61,17,34,4,0,6,20190825
090053106021020,25,11,13,1,9,13,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,23,2,0,0,0,0,22,3,3,6,2,3,17,8,0,0,0,0,25,0,14,1,0,10,20190825
090053106021022,33,21,12,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,6,0,2,0,0,20,13,2,6,2,2,14,19,0,0,0,29,4,2,0,28,0,3,20190825
090053106021024,45,24,16,5,17,21,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,15,0,42,2,0,0,0,1,40,5,3,7,7,4,13,32,0,0,0,9,36,14,0,31,0,0,20190825
090053106021025,256,92,113,51,86,81,89,0,0,0,0,0,0,172,0,0,2,0,0,0,1,0,11,0,57,13,0,198,23,3,28,0,4,232,24,26,47,52,39,156,100,13,15,32,18,178,79,30,68,0,79,20190825
090053106022000,121,52,45,24,52,45,24,0,0,0,0,0,0,100,0,0,5,0,0,0,0,0,0,0,16,0,0,109,11,0,0,0,1,109,12,9,28,21,11,59,62,0,0,0,0,121,6,17,1,0,97,20190825
090053106022001,121,48,55,18,43,50,28,0,0,0,1,0,0,39,0,0,0,0,0,0,4,0,12,0,65,0,0,109,8,0,2,0,2,111,10,9,27,26,11,54,67,1,0,22,0,98,6,42,1,58,14,20190825
090053106022004,170,47,72,51,36,76,58,0,0,0,14,0,0,126,0,0,1,12,0,0,0,0,3,0,0,14,0,148,15,1,3,0,3,145,25,17,37,45,24,117,53,0,1,0,13,156,41,60,0,0,69,20190825
090053106022006,18,2,10,6,2,6,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,15,2,0,0,0,1,12,6,8,4,3,1,9,9,0,0,0,0,18,3,0,0,14,1,20190825
090053106022008,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,20190825
090053106022012,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,20190825
090053106022014,15,2,10,3,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,3,0,0,0,0,15,0,0,5,5,3,3,12,0,0,0,0,15,0,0,0,0,15,20190825
090053106022018,39,14,19,6,12,17,10,0,0,0,9,0,1,1,0,0,0,0,3,0,0,0,0,0,9,16,0,37,0,0,1,1,0,38,1,2,7,8,8,15,24,0,1,0,3,35,37,0,0,0,2,20190825
090053106022019,8,2,6,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,1,0,0,0,0,8,0,2,1,2,1,4,4,0,0,0,0,8,0,0,0,0,8,20190825
090053106023001,581,255,218,108,254,236,91,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,82,0,0,485,70,0,17,0,9,500,81,38,102,119,67,248,333,29,0,0,0,552,31,0,0,0,550,20190825
090053106023003,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,2,1,0,0,3,3,0,0,0,0,3,0,0,0,0,20190825
090053106023011,6,0,4,2,0,3,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,1,0,0,0,0,5,1,1,1,2,2,4,2,0,1,0,1,4,5,0,1,0,0,20190825
090053106023020,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,2,0,1,0,3,3,0,0,0,0,3,0,0,0,0,20190825
090053106023024,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,20190825
090053107001024,5,3,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1,1,0,5,0,0,0,0,0,5,5,0,0,0,0,20190825
090053107001033,6,5,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,6,0,0,0,0,0,6,0,0,1,0,0,1,5,0,5,1,0,0,6,0,0,0,0,20190825
090053107001042,21,4,14,3,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,19,2,0,0,0,0,20,1,2,5,6,4,8,13,0,1,0,0,20,1,0,20,0,0,20190825
090053107001043,9,4,4,1,3,2,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,3,2,0,7,2,0,0,0,9,0,9,0,0,0,0,20190825
090053107001044,5,2,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,5,0,0,1,1,1,2,3,3,0,0,2,0,5,0,0,0,0,20190825
090053107001055,22,4,10,8,6,4,12,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,8,3,7,14,8,0,5,0,0,17,22,0,0,0,0,20190825
090053107001059,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,20190825
090053107001061,18,8,9,1,10,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,1,0,0,0,17,1,3,1,4,2,6,12,0,0,0,1,17,0,0,18,0,0,20190825
090053107001062,15,7,5,3,5,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,2,2,1,3,11,4,0,0,0,0,15,15,0,0,0,0,20190825
090053107001064,42,10,23,9,14,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,29,8,2,1,0,2,37,5,4,6,14,8,10,32,0,0,0,0,42,1,0,0,0,41,20190825
090053107001065,4,0,0,4,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,1,1,4,0,0,0,0,0,4,4,0,0,0,0,20190825
090053107002002,56,16,31,9,14,18,24,0,0,0,21,0,0,1,16,0,0,0,0,0,0,0,8,0,6,4,0,50,5,0,1,0,0,54,2,10,10,14,6,37,19,1,2,2,0,51,27,24,0,0,5,20190825
090053107002006,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090053107003004,9,1,8,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,5,0,0,0,1,9,0,0,3,4,1,4,5,0,0,0,0,9,0,0,0,0,9,20190825
090053107003009,18,0,10,8,10,3,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,18,0,2,2,9,5,18,0,0,0,0,0,18,14,0,4,0,0,20190825
090053107003012,17,3,9,5,6,4,7,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,14,2,0,0,0,1,14,3,2,4,3,5,13,4,0,0,1,5,11,16,0,0,0,1,20190825
090053107003013,10,2,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,4,2,2,4,6,0,0,0,0,10,10,0,0,0,0,20190825
090053107003014,12,2,3,7,1,3,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,2,6,2,11,1,0,0,0,0,12,12,0,0,0,0,20190825
090053107003015,36,7,21,8,8,6,22,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,35,0,0,1,0,0,34,2,2,10,8,9,29,7,0,0,0,0,36,12,0,24,0,0,20190825
090053107003020,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,1,20190825
090053107003022,8,0,5,3,1,0,7,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,8,0,0,4,0,4,2,6,0,0,0,0,8,1,2,0,0,5,20190825
090053107003026,3,1,0,2,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,1,2,0,0,0,0,3,3,0,0,0,0,20190825
090053107003030,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20190825
090053107003037,4,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,1,0,0,4,0,3,0,0,1,3,0,0,0,1,20190825
090053107003039,12,5,7,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,1,3,0,0,9,3,0,3,2,2,6,6,0,0,0,0,12,12,0,0,0,0,20190825
090053107003041,177,46,98,33,41,65,71,0,0,0,26,51,8,13,0,0,3,0,13,0,0,0,0,1,45,17,0,145,5,0,19,1,7,160,17,17,32,48,34,101,76,15,0,0,5,157,55,75,37,0,10,20190825
090053107003044,6,0,2,4,0,5,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,3,1,2,3,3,0,0,0,0,6,4,0,2,0,0,20190825
090053107003046,25,2,20,3,7,3,15,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,4,0,23,1,0,1,0,0,25,0,3,10,10,0,15,10,6,0,0,15,4,25,0,0,0,0,20190825
090053107003052,12,3,3,6,6,5,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,11,1,1,3,2,3,2,10,0,0,4,0,8,12,0,0,0,0,20190825
090053107003054,242,52,92,98,12,63,167,0,0,0,3,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,16,1,5,0,7,222,20,27,81,50,32,174,68,0,0,0,0,242,2,0,0,0,240,20190825
090053107003063,4,1,1,2,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,1,0,3,1,0,0,0,0,4,4,0,0,0,0,20190825
090053107003078,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,2,0,2,0,0,0,2,0,0,0,0,20190825
090053107003083,144,41,75,28,35,59,50,0,0,0,6,0,0,63,0,0,0,0,0,0,0,0,75,0,0,0,0,133,8,0,2,0,1,131,13,8,38,37,20,69,75,0,0,0,4,140,4,0,139,0,1,20190825
090053107003084,67,29,27,11,43,19,5,0,0,0,0,0,0,9,0,0,7,0,0,0,0,20,3,0,18,10,0,60,1,1,3,0,2,61,6,1,13,14,10,13,54,3,0,1,29,34,48,0,7,6,6,20190825
090053107003085,24,3,8,13,1,6,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,24,0,0,0,0,0,22,2,1,3,10,7,5,19,0,0,0,0,24,0,0,0,0,24,20190825
090053107004000,127,41,65,21,62,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,108,13,1,2,0,3,101,26,18,22,31,15,72,55,0,0,0,0,127,5,1,115,0,6,20190825
090053107004002,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,3,0,0,1,2,0,0,3,0,2,0,1,0,3,0,0,0,0,20190825
090053107004003,16,6,7,3,0,9,7,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,15,1,0,0,0,0,13,3,2,1,3,4,15,1,0,0,4,0,12,5,0,0,0,11,20190825
090053107004004,125,50,52,23,61,43,21,0,0,0,0,0,0,103,0,0,8,0,0,0,0,0,6,8,0,0,0,103,15,0,2,0,5,102,23,11,29,17,18,55,70,29,7,0,1,88,7,37,8,1,72,20190825
090053107004005,89,47,21,21,53,32,4,0,0,0,0,0,0,22,0,9,0,0,0,0,0,0,0,0,58,0,0,66,15,3,4,0,1,61,28,4,20,11,7,39,50,1,0,0,1,87,0,24,53,1,11,20190825
090053107004006,4,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,1,2,1,0,3,1,0,0,4,0,0,4,0,0,0,0,20190825
090053107004007,4,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,2,1,0,1,3,0,4,0,0,0,4,0,0,0,0,20190825
090053107004008,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,1,0,0,0,0,3,1,4,0,0,0,0,4,0,0,0,0,20190825
090053107004010,8,3,5,0,1,6,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,8,0,1,1,1,2,8,0,0,0,0,8,0,8,0,0,0,0,20190825
090053107004011,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,2,1,0,0,1,2,0,0,2,0,1,3,0,0,0,0,20190825
090053108011003,9,0,7,2,6,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,4,3,2,7,2,8,0,0,0,1,8,0,1,0,0,20190825
090053108011007,13,4,1,8,4,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,13,0,0,7,2,0,9,4,0,0,0,0,13,13,0,0,0,0,20190825
090053108011013,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,20190825
090053108011015,155,24,87,44,6,71,78,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,8,2,22,2,2,114,41,33,30,40,28,57,98,0,0,0,0,155,3,0,152,0,0,20190825
090053108011016,44,14,19,11,7,19,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,36,0,0,0,0,42,2,0,0,0,0,44,0,3,11,8,8,26,18,0,2,0,0,42,0,6,35,1,2,20190825
090053108011017,24,6,13,5,10,7,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,22,2,3,4,5,6,13,11,0,0,0,0,24,0,24,0,0,0,20190825
090053108011020,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,1,0,1,2,0,2,0,0,1,3,0,0,0,0,20190825
090053108011026,47,14,26,7,8,9,30,0,0,0,35,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,43,4,0,0,0,0,44,3,5,13,10,5,36,11,0,0,0,0,47,6,36,4,0,1,20190825
090053108011027,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20190825
090053108011028,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,2,1,0,0,3,0,0,0,0,0,3,3,0,0,0,0,20190825
090053108012000,20,3,14,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,19,0,0,0,0,1,20,0,5,3,5,4,6,14,0,0,15,0,5,20,0,0,0,0,20190825
090053108012001,43,10,26,7,4,16,23,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,38,3,1,0,0,1,40,3,6,8,12,7,28,15,3,0,0,1,39,40,0,0,0,3,20190825
090053108012002,15,4,9,2,3,10,2,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,9,0,0,15,0,3,2,2,4,10,5,0,5,5,0,5,12,0,3,0,0,20190825
090053108012003,85,8,39,38,12,45,28,0,0,0,2,0,0,74,0,0,0,0,7,0,0,0,0,0,0,2,0,79,4,0,2,0,0,79,6,7,22,23,25,22,63,0,0,0,0,85,11,0,74,0,0,20190825
090053108012007,42,6,21,15,6,13,23,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,36,0,0,0,0,42,0,0,0,0,0,42,0,3,10,14,9,6,36,0,0,0,0,42,36,0,0,0,6,20190825
090053108012009,8,3,1,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,1,0,3,1,6,2,0,1,0,0,7,7,1,0,0,0,20190825
090053108012012,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,1,0,3,0,3,0,0,0,0,3,0,0,0,0,20190825
090053108012016,405,86,192,127,91,67,247,0,0,0,211,0,0,184,0,0,0,0,0,0,3,0,0,0,0,7,0,382,10,3,7,0,3,395,10,28,114,102,75,280,125,0,0,0,0,405,22,0,171,0,212,20190825
090053108012017,5,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,2,1,0,0,0,5,0,3,0,0,0,2,3,0,0,0,2,20190825
090053108012018,12,10,2,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,1,0,0,0,0,10,2,1,0,1,0,1,11,0,0,0,12,0,12,0,0,0,0,20190825
090053108012019,9,2,5,2,3,3,3,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,4,2,1,4,5,0,0,0,2,7,9,0,0,0,0,20190825
090053108012020,9,0,4,5,2,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,9,0,0,0,0,0,9,0,1,2,4,2,5,4,0,0,0,0,9,9,0,0,0,0,20190825
090053108012021,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,3,0,1,0,2,0,0,3,1,0,0,0,2,3,0,0,0,0,20190825
090053108012025,31,3,17,11,2,13,16,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,31,0,0,0,0,0,29,2,1,15,7,5,26,5,0,0,0,0,31,5,26,0,0,0,20190825
090053108012029,4,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,2,2,0,0,2,1,4,0,0,0,0,0,4,4,0,0,0,0,20190825
090053108012030,50,10,32,8,14,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,41,3,0,3,0,3,43,7,5,9,12,14,17,33,0,0,0,0,50,13,17,0,10,10,20190825
090053108012031,8,0,2,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,1,0,0,0,7,1,1,2,3,2,1,7,0,0,0,0,8,7,0,0,0,1,20190825
090053108012033,4,0,2,2,1,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,3,1,0,4,0,0,0,0,0,4,4,0,0,0,0,20190825
