,id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
330,3402763300,"Riverdale borough, Morris County, New Jersey",34027,INJ,1929,2009,80,3481,219,88,411,3696,10,4107,110,3269,municipality,2020
331,3402764050,"Rockaway borough, Morris County, New Jersey",34027,INJ,2561,2645,84,5326,553,187,1355,5243,41,6598,189,4273,municipality,2020
332,3402764080,"Rockaway township, Morris County, New Jersey",34027,INJ,9643,10140,497,20341,1918,731,3995,21346,103,25341,790,17804,municipality,2020
333,3402764980,"Roxbury township, Morris County, New Jersey",34027,INJ,8356,8682,326,18268,1292,647,3340,19610,119,22950,687,16865,municipality,2020
334,3402775890,"Victory Gardens borough, Morris County, New Jersey",34027,INJ,571,584,13,1189,41,142,1185,397,14,1582,23,177,municipality,2020
335,3402777240,"Washington township, Morris County, New Jersey",34027,INJ,6343,6577,234,14133,760,286,1359,16838,84,18197,499,15209,municipality,2020
336,3402780390,"Wharton borough, Morris County, New Jersey",34027,INJ,2604,2736,132,5804,394,225,3576,3665,59,7241,192,2795,municipality,2020
337,3402900000,"County subdivisions not defined, Ocean County, New Jersey",34029,ONJ,0,0,0,0,0,0,0,0,0,0,0,0,municipality,2020
338,3402903050,"Barnegat township, Ocean County, New Jersey",34029,ONJ,9758,10724,966,19798,471,987,2460,21836,90,24296,827,19461,municipality,2020
339,3402903130,"Barnegat Light borough, Ocean County, New Jersey",34029,ONJ,321,1257,936,596,1,0,21,619,3,640,14,601,municipality,2020
340,3402903520,"Bay Head borough, Ocean County, New Jersey",34029,ONJ,434,1024,590,803,11,5,27,903,5,930,17,865,municipality,2020
341,3402903940,"Beach Haven borough, Ocean County, New Jersey",34029,ONJ,485,2600,2115,927,0,2,102,925,1,1027,16,906,municipality,2020
342,3402904180,"Beachwood borough, Ocean County, New Jersey",34029,ONJ,3719,3860,141,8320,147,239,1290,9569,41,10859,377,8765,municipality,2020
343,3402905305,"Berkeley township, Ocean County, New Jersey",34029,ONJ,21040,24629,3589,38217,637,1079,3680,40074,173,43754,1129,37056,municipality,2020
344,3402907420,"Brick township, Ocean County, New Jersey",34029,ONJ,30119,33863,3744,60946,1347,2071,8218,65402,340,73620,2306,59338,municipality,2020
345,3402918670,"Eagleswood township, Ocean County, New Jersey",34029,ONJ,676,797,121,1384,10,8,116,1606,13,1722,56,1519,municipality,2020
346,3402930390,"Harvey Cedars borough, Ocean County, New Jersey",34029,ONJ,198,1178,980,351,2,0,6,385,0,391,2,381,municipality,2020
347,3402934530,"Island Heights borough, Ocean County, New Jersey",34029,ONJ,722,841,119,1373,14,8,55,1595,16,1650,70,1487,municipality,2020
348,3402934680,"Jackson township, Ocean County, New Jersey",34029,ONJ,20470,21626,1156,44652,1558,2769,7543,51001,438,58544,1841,44395,municipality,2020
349,3402937380,"Lacey township, Ocean County, New Jersey",34029,ONJ,11086,12483,1397,23126,334,223,2000,26655,122,28655,885,25091,municipality,2020
350,3402937770,"Lakehurst borough, Ocean County, New Jersey",34029,ONJ,908,979,71,2044,76,236,505,2131,13,2636,126,1680,municipality,2020
351,3402938550,"Lakewood township, Ocean County, New Jersey",34029,ONJ,31850,34726,2876,70393,699,3290,15768,119390,2154,135158,1859,111388,municipality,2020
352,3402939390,"Lavallette borough, Ocean County, New Jersey",34029,ONJ,924,3078,2154,1642,7,8,60,1727,4,1787,51,1657,municipality,2020
353,3402940560,"Little Egg Harbor township, Ocean County, New Jersey",34029,ONJ,8715,10812,2097,17275,225,367,1541,19243,90,20784,702,17859,municipality,2020
354,3402941250,"Long Beach township, Ocean County, New Jersey",34029,ONJ,1593,8832,7239,2908,29,2,102,3051,10,3153,57,2953,municipality,2020
355,3402943140,"Manchester township, Ocean County, New Jersey",34029,ONJ,24287,26764,2477,41110,1017,1845,3503,41612,179,45115,1129,37442,municipality,2020
356,3402943380,"Mantoloking borough, Ocean County, New Jersey",34029,ONJ,158,498,340,296,4,1,15,316,2,331,4,305,municipality,2020
357,3402954300,"Ocean township, Ocean County, New Jersey",34029,ONJ,3979,4715,736,7659,71,72,407,8428,38,8835,243,8004,municipality,2020
358,3402954450,"Ocean Gate borough, Ocean County, New Jersey",34029,ONJ,851,1153,302,1613,5,46,156,1776,8,1932,94,1623,municipality,2020
359,3402958590,"Pine Beach borough, Ocean County, New Jersey",34029,ONJ,840,931,91,1733,29,17,133,2006,8,2139,76,1876,municipality,2020
360,3402959790,"Plumsted township, Ocean County, New Jersey",34029,ONJ,2996,3139,143,6512,58,107,677,7395,40,8072,358,6832,municipality,2020
361,3402959880,"Point Pleasant borough, Ocean County, New Jersey",34029,ONJ,7506,8485,979,15053,154,58,1327,17614,67,18941,443,16892,municipality,2020
362,3402959910,"Point Pleasant Beach borough, Ocean County, New Jersey",34029,ONJ,2045,3397,1352,4043,57,28,475,4291,13,4766,109,4084,municipality,2020
363,3402966450,"Seaside Heights borough, Ocean County, New Jersey",34029,ONJ,1148,2870,1722,1971,36,136,566,1874,15,2440,114,1573,municipality,2020
364,3402966480,"Seaside Park borough, Ocean County, New Jersey",34029,ONJ,772,2586,1814,1328,9,4,55,1381,7,1436,29,1332,municipality,2020
365,3402967110,"Ship Bottom borough, Ocean County, New Jersey",34029,ONJ,549,1938,1389,982,11,1,72,1026,6,1098,20,988,municipality,2020
366,3402969510,"South Toms River borough, Ocean County, New Jersey",34029,ONJ,1081,1141,60,2652,75,528,1040,2603,25,3643,197,1778,municipality,2020
367,3402970320,"Stafford township, Ocean County, New Jersey",34029,ONJ,11073,14399,3326,22886,420,316,2468,26149,68,28617,803,24542,municipality,2020
368,3402971640,"Surf City borough, Ocean County, New Jersey",34029,ONJ,644,2468,1824,1121,8,1,44,1199,5,1243,16,1169,municipality,2020
369,3402973125,"Toms River township, Ocean County, New Jersey",34029,ONJ,36291,44526,8235,75913,3780,3155,11593,83845,521,95438,2718,73671,municipality,2020
370,3402974210,"Tuckerton borough, Ocean County, New Jersey",34029,ONJ,1574,2110,536,2973,37,40,304,3273,18,3577,113,3065,municipality,2020
371,3403106340,"Bloomingdale borough, Passaic County, New Jersey",34031,INJ,3112,3267,155,6457,273,114,1186,6591,54,7777,236,5914,municipality,2020
372,3403113690,"Clifton city, Passaic County, New Jersey",34031,INJ,31968,33325,1357,71555,8414,3899,36159,54137,710,90296,1864,39250,municipality,2020
373,3403129070,"Haledon borough, Passaic County, New Jersey",34031,INJ,3017,3117,100,6973,631,1063,4476,4576,102,9052,186,2594,municipality,2020
374,3403130570,"Hawthorne borough, Passaic County, New Jersey",34031,INJ,7624,7946,322,15788,532,591,4778,14859,120,19637,487,13129,municipality,2020
375,3403140620,"Little Falls township, Passaic County, New Jersey",34031,INJ,4721,4947,226,11354,723,834,2264,11096,74,13360,349,9116,municipality,2020
376,3403153040,"North Haledon borough, Passaic County, New Jersey",34031,INJ,3054,3141,87,7447,349,290,1129,7798,31,8927,202,6926,municipality,2020
377,3403156550,"Passaic city, Passaic County, New Jersey",34031,INJ,20595,21513,918,49265,2599,4005,51584,18953,791,70537,740,10818,municipality,2020
378,3403157000,"Paterson city, Passaic County, New Jersey",34031,INJ,50326,52885,2559,118285,7991,36667,98863,60869,1463,159732,2225,12523,municipality,2020
379,3403160090,"Pompton Lakes borough, Passaic County, New Jersey",34031,INJ,4200,4349,149,8877,594,170,2174,8953,72,11127,333,7784,municipality,2020
380,3403161170,"Prospect Park borough, Passaic County, New Jersey",34031,INJ,1932,2017,85,4690,294,1023,3752,2620,59,6372,91,1153,municipality,2020
381,3403163150,"Ringwood borough, Passaic County, New Jersey",34031,INJ,4180,4364,184,9356,196,167,1084,10651,157,11735,431,9700,municipality,2020
382,3403173140,"Totowa borough, Passaic County, New Jersey",34031,INJ,3899,4026,127,9016,838,247,2408,8657,49,11065,226,7297,municipality,2020
383,3403176730,"Wanaque borough, Passaic County, New Jersey",34031,INJ,4392,4597,205,9399,543,305,1659,9658,89,11317,350,8371,municipality,2020
384,3403177840,"Wayne township, Passaic County, New Jersey",34031,INJ,19165,19808,643,44041,5167,1639,6439,48399,244,54838,1352,39997,municipality,2020
385,3403179460,"West Milford township, Passaic County, New Jersey",34031,INJ,9638,10570,932,20354,378,320,2259,22603,177,24862,833,20895,municipality,2020
386,3403182423,"Woodland Park borough, Passaic County, New Jersey",34031,INJ,5252,5495,243,10959,687,525,3816,9668,62,13484,319,8075,municipality,2020
387,3403504450,"Bedminster township, Somerset County, New Jersey",34035,INJ,4222,4483,261,7066,882,153,804,7468,36,8272,237,6160,municipality,2020
388,3403505560,"Bernards township, Somerset County, New Jersey",34035,INJ,10197,10665,468,21148,6708,447,1595,26235,110,27830,930,18040,municipality,2020
389,3403505590,"Bernardsville borough, Somerset County, New Jersey",34035,INJ,2756,2953,197,5886,343,49,1272,6621,32,7893,270,5927,municipality,2020
390,3403506790,"Bound Brook borough, Somerset County, New Jersey",34035,INJ,4181,4389,208,9285,483,976,6374,5614,226,11988,287,3642,municipality,2020
391,3403507180,"Branchburg township, Somerset County, New Jersey",34035,INJ,5660,5843,183,11948,1609,438,1116,13824,65,14940,491,11221,municipality,2020
392,3403507720,"Bridgewater township, Somerset County, New Jersey",34035,INJ,16044,16739,695,35926,11080,1268,4517,41460,271,45977,1294,27547,municipality,2020
393,3403522890,"Far Hills borough, Somerset County, New Jersey",34035,INJ,372,418,46,768,42,8,107,817,3,924,19,745,municipality,2020
394,3403524900,"Franklin township, Somerset County, New Jersey",34035,INJ,25860,27335,1475,55465,15835,16531,11938,56426,591,68364,2064,21405,municipality,2020
395,3403527510,"Green Brook township, Somerset County, New Jersey",34035,INJ,2436,2510,74,5716,1743,313,843,6438,39,7281,209,4134,municipality,2020
396,3403531890,"Hillsborough township, Somerset County, New Jersey",34035,INJ,15296,15955,659,33356,9889,2040,4067,39209,252,43276,1403,25625,municipality,2020
397,3403543620,"Manville borough, Somerset County, New Jersey",34035,INJ,4092,4290,198,8705,337,514,3464,7489,67,10953,316,6255,municipality,2020
398,3403546590,"Millstone borough, Somerset County, New Jersey",34035,INJ,153,168,15,334,9,7,34,414,1,448,17,380,municipality,2020
399,3403547580,"Montgomery township, Somerset County, New Jersey",34035,INJ,8003,8390,387,17642,9352,721,1314,22376,103,23690,809,11391,municipality,2020
400,3403553280,"North Plainfield borough, Somerset County, New Jersey",34035,INJ,7715,8055,340,17606,1064,4390,11548,11260,247,22808,561,4998,municipality,2020
401,3403557300,"Peapack and Gladstone borough, Somerset County, New Jersey",34035,INJ,887,937,50,1967,50,60,319,2239,7,2558,61,2061,municipality,2020
402,3403561980,"Raritan borough, Somerset County, New Jersey",34035,INJ,2993,3167,174,6238,1558,247,1672,6163,32,7835,206,4120,municipality,2020
403,3403564320,"Rocky Hill borough, Somerset County, New Jersey",34035,INJ,278,298,20,553,36,3,70,673,5,743,25,604,municipality,2020
404,3403568460,"Somerville borough, Somerset County, New Jersey",34035,INJ,5050,5387,337,9985,1433,1201,3113,9233,98,12346,428,6073,municipality,2020
405,3403568730,"South Bound Brook borough, Somerset County, New Jersey",34035,INJ,1854,1941,87,3915,395,528,1537,3326,43,4863,148,2212,municipality,2020
406,3403576940,"Warren township, Somerset County, New Jersey",34035,INJ,5374,5614,240,12543,3249,277,1156,14767,105,15923,567,10569,municipality,2020
407,3403577600,"Watchung borough, Somerset County, New Jersey",34035,INJ,2175,2285,110,5152,1001,309,519,5930,57,6449,261,4302,municipality,2020
408,3403701330,"Andover borough, Sussex County, New Jersey",34037,ONJ,254,277,23,498,5,17,59,536,3,595,27,484,municipality,2020
409,3403701360,"Andover township, Sussex County, New Jersey",34037,ONJ,2102,2219,117,4976,211,187,530,5466,47,5996,194,4827,municipality,2020
410,3403707300,"Branchville borough, Sussex County, New Jersey",34037,ONJ,334,372,38,631,17,8,53,738,2,791,29,682,municipality,2020
411,3403709160,"Byram township, Sussex County, New Jersey",34037,ONJ,2946,3292,346,6384,128,132,683,7345,47,8028,282,6756,municipality,2020
412,3403724810,"Frankford township, Sussex County, New Jersey",34037,ONJ,2084,2550,466,4401,75,42,297,5005,28,5302,175,4685,municipality,2020
413,3403724930,"Franklin borough, Sussex County, New Jersey",34037,ONJ,2047,2177,130,3978,78,108,661,4251,34,4912,209,3822,municipality,2020
414,3403725140,"Fredon township, Sussex County, New Jersey",34037,ONJ,1192,1256,64,2629,58,20,181,3054,16,3235,94,2866,municipality,2020
415,3403727420,"Green township, Sussex County, New Jersey",34037,ONJ,1244,1291,47,2811,62,65,306,3321,26,3627,97,3071,municipality,2020
416,3403729220,"Hamburg borough, Sussex County, New Jersey",34037,ONJ,1452,1539,87,2693,94,98,318,2948,19,3266,134,2603,municipality,2020
417,3403729490,"Hampton township, Sussex County, New Jersey",34037,ONJ,1996,2186,190,4021,79,26,267,4626,24,4893,162,4335,municipality,2020
418,3403729850,"Hardyston township, Sussex County, New Jersey",34037,ONJ,3371,3847,476,6733,215,244,647,7478,46,8125,268,6705,municipality,2020
419,3403732910,"Hopatcong borough, Sussex County, New Jersey",34037,ONJ,5724,6393,669,11897,353,423,2544,11818,119,14362,436,10487,municipality,2020
420,3403737440,"Lafayette township, Sussex County, New Jersey",34037,ONJ,881,921,40,1924,13,20,164,2194,18,2358,60,2083,municipality,2020
421,3403747430,"Montague township, Sussex County, New Jersey",34037,ONJ,1560,1832,272,3110,69,71,370,3422,27,3792,147,3108,municipality,2020
422,3403751930,"Newton town, Sussex County, New Jersey",34037,ONJ,3400,3687,287,6731,292,432,1363,7011,51,8374,342,5894,municipality,2020
423,3403754660,"Ogdensburg borough, Sussex County, New Jersey",34037,ONJ,873,927,54,1837,28,20,265,1993,12,2258,98,1835,municipality,2020
424,3403765700,"Sandyston township, Sussex County, New Jersey",34037,ONJ,806,979,173,1612,31,9,101,1876,8,1977,73,1755,municipality,2020
425,3403769690,"Sparta township, Sussex County, New Jersey",34037,ONJ,7032,7614,582,14988,620,309,1570,18030,102,19600,700,16299,municipality,2020
426,3403770380,"Stanhope borough, Sussex County, New Jersey",34037,ONJ,1432,1507,75,2890,93,74,492,3034,25,3526,118,2724,municipality,2020
427,3403770890,"Stillwater township, Sussex County, New Jersey",34037,ONJ,1609,1943,334,3305,38,23,202,3802,21,4004,111,3609,municipality,2020
428,3403771670,"Sussex borough, Sussex County, New Jersey",34037,ONJ,901,1013,112,1637,26,47,284,1740,7,2024,84,1576,municipality,2020
429,3403775740,"Vernon township, Sussex County, New Jersey",34037,ONJ,8612,10538,1926,17995,206,331,2163,20195,121,22358,775,18762,municipality,2020
430,3403776640,"Walpack township, Sussex County, New Jersey",34037,ONJ,5,5,0,4,0,0,2,5,0,7,0,5,municipality,2020
431,3403776790,"Wantage township, Sussex County, New Jersey",34037,ONJ,4058,4344,286,8760,127,152,788,10023,65,10811,405,9274,municipality,2020
432,3403905320,"Berkeley Heights township, Union County, New Jersey",34039,INJ,4484,4660,176,10097,2065,242,1140,12145,90,13285,470,9278,municipality,2020
433,3403913150,"Clark township, Union County, New Jersey",34039,INJ,5919,6114,195,12424,644,231,1945,13599,53,15544,325,12346,municipality,2020
434,3403915640,"Cranford township, Union County, New Jersey",34039,INJ,8891,9264,373,18391,903,653,2443,21404,116,23847,786,18946,municipality,2020
435,3403921000,"Elizabeth city, Union County, New Jersey",34039,INJ,46314,48439,2125,102537,2757,22261,90233,47065,2315,137298,3179,16553,municipality,2020
436,3403922860,"Fanwood borough, Union County, New Jersey",34039,INJ,2725,2829,104,5781,713,386,729,7045,16,7774,326,5604,municipality,2020
437,3403925800,"Garwood borough, Union County, New Jersey",34039,INJ,1920,2016,96,3663,119,69,670,3784,33,4454,127,3436,municipality,2020
438,3403931980,"Hillside township, Union County, New Jersey",34039,INJ,7517,7844,327,17624,498,11327,5189,17267,562,22456,1093,3787,municipality,2020
439,3403936690,"Kenilworth borough, Union County, New Jersey",34039,INJ,2932,3019,87,6619,435,219,1933,6494,48,8427,268,5524,municipality,2020
440,3403940350,"Linden city, Union County, New Jersey",34039,INJ,15609,16452,843,34514,1484,11722,15055,28683,579,43738,1154,13744,municipality,2020
441,3403948510,"Mountainside borough, Union County, New Jersey",34039,INJ,2399,2564,165,5457,466,134,667,6353,52,7020,203,5498,municipality,2020
442,3403951810,"New Providence borough, Union County, New Jersey",34039,INJ,5071,5497,426,10216,2171,241,1251,12399,69,13650,489,9429,municipality,2020
443,3403959190,"Plainfield city, Union County, New Jersey",34039,INJ,16308,17125,817,39581,500,19034,29792,24794,746,54586,1131,3383,municipality,2020
444,3403961530,"Rahway city, Union County, New Jersey",34039,INJ,11544,12363,819,23805,1622,8892,8867,20689,272,29556,990,8913,municipality,2020
445,3403964620,"Roselle borough, Union County, New Jersey",34039,INJ,8008,8431,423,17964,580,10800,7900,14795,266,22695,675,2474,municipality,2020
446,3403964650,"Roselle Park borough, Union County, New Jersey",34039,INJ,5213,5346,133,10980,1271,1186,5293,8674,144,13967,348,5725,municipality,2020
447,3403966060,"Scotch Plains township, Union County, New Jersey",34039,INJ,8807,9103,296,18760,2610,2365,2579,22389,159,24968,958,16297,municipality,2020
448,3403970020,"Springfield township, Union County, New Jersey",34039,INJ,6820,7105,285,13626,1541,1504,2235,14943,139,17178,619,11140,municipality,2020
449,3403971430,"Summit city, Union County, New Jersey",34039,INJ,7905,8365,460,16582,2371,895,3313,19406,139,22719,985,15016,municipality,2020
450,3403974480,"Union township, Union County, New Jersey",34039,INJ,20672,21571,899,48674,6472,19296,11899,47829,847,59728,2068,19146,municipality,2020
451,3403979040,"Westfield town, Union County, New Jersey",34039,INJ,10622,11095,473,22351,2735,790,2247,28785,170,31032,1271,23819,municipality,2020
452,3403981650,"Winfield township, Union County, New Jersey",34039,INJ,692,706,14,1210,6,14,139,1284,5,1423,72,1187,municipality,2020
453,3404100670,"Allamuchy township, Warren County, New Jersey",34041,ONJ,2358,2467,109,4417,181,227,465,4870,35,5335,169,4258,municipality,2020
454,3404101030,"Alpha borough, Warren County, New Jersey",34041,ONJ,972,1047,75,1886,41,65,211,2117,5,2328,71,1935,municipality,2020
455,3404104990,"Belvidere town, Warren County, New Jersey",34041,ONJ,1031,1143,112,1983,20,28,198,2322,19,2520,89,2166,municipality,2020
456,3404106160,"Blairstown township, Warren County, New Jersey",34041,ONJ,2106,2245,139,4669,74,67,332,5372,53,5704,192,4986,municipality,2020
457,3404124960,"Franklin township, Warren County, New Jersey",34041,ONJ,1124,1219,95,2406,92,54,174,2794,18,2968,111,2519,municipality,2020
458,3404125320,"Frelinghuysen township, Warren County, New Jersey",34041,ONJ,780,833,53,1763,11,26,124,2075,4,2199,78,1956,municipality,2020
459,3404128260,"Greenwich township, Warren County, New Jersey",34041,ONJ,1798,1868,70,4165,416,474,546,4927,25,5473,220,3792,municipality,2020
460,3404128710,"Hackettstown town, Warren County, New Jersey",34041,ONJ,3769,3945,176,8129,402,341,2393,7855,55,10248,276,6781,municipality,2020
461,3404129820,"Hardwick township, Warren County, New Jersey",34041,ONJ,578,612,34,1296,11,12,105,1493,3,1598,53,1414,municipality,2020
462,3404130090,"Harmony township, Warren County, New Jersey",34041,ONJ,993,1066,73,2043,21,29,57,2446,10,2503,81,2305,municipality,2020
463,3404133060,"Hope township, Warren County, New Jersey",34041,ONJ,743,806,63,1522,16,8,139,1696,9,1835,69,1594,municipality,2020
464,3404133930,"Independence township, Warren County, New Jersey",34041,ONJ,2325,2439,114,4511,122,143,444,5025,28,5469,189,4543,municipality,2020
465,3404137320,"Knowlton township, Warren County, New Jersey",34041,ONJ,1103,1197,94,2393,37,22,197,2697,14,2894,155,2469,municipality,2020
466,3404140110,"Liberty township, Warren County, New Jersey",34041,ONJ,1022,1144,122,2176,41,40,156,2514,20,2670,90,2323,municipality,2020
467,3404141490,"Lopatcong township, Warren County, New Jersey",34041,ONJ,3588,3859,271,7141,440,714,803,7973,76,8776,247,6496,municipality,2020
468,3404143320,"Mansfield township, Warren County, New Jersey",34041,ONJ,3139,3351,212,6284,251,408,1153,6628,49,7781,321,5599,municipality,2020
469,3404155530,"Oxford township, Warren County, New Jersey",34041,ONJ,967,1040,73,1922,24,47,186,2258,4,2444,128,2055,municipality,2020
470,3404158350,"Phillipsburg town, Warren County, New Jersey",34041,ONJ,6024,6659,635,11423,219,1907,2552,12697,75,15249,810,9686,municipality,2020
471,3404159820,"Pohatcong township, Warren County, New Jersey",34041,ONJ,1310,1428,118,2653,43,89,215,3026,15,3241,148,2731,municipality,2020
472,3404177270,"Washington borough, Warren County, New Jersey",34041,ONJ,3002,3219,217,5778,230,540,1002,6297,57,7299,272,5198,municipality,2020
473,3404177300,"Washington township, Warren County, New Jersey",34041,ONJ,2426,2553,127,5225,153,238,533,5959,33,6492,208,5327,municipality,2020
474,3404180570,"White township, Warren County, New Jersey",34041,ONJ,2169,2317,148,4034,41,94,240,4366,17,4606,92,4122,municipality,2020
475,3600508510,"Bronx borough, Bronx County, New York",36005,NYC,522450,547030,24580,1123075,67766,419393,806463,666191,19866,1472654,28370,130796,municipality,2020
476,3602701693,"Amenia town, Dutchess County, New York",36027,MHV,1622,1962,340,3130,70,87,425,3344,33,3769,180,2974,municipality,2020
477,3602705100,"Beacon city, Dutchess County, New York",36027,MHV,5780,6262,482,11176,290,1741,2686,11083,161,13769,687,8204,municipality,2020
478,3602705452,"Beekman town, Dutchess County, New York",36027,MHV,4409,4874,465,11512,356,1485,1881,12291,67,14172,431,9952,municipality,2020
479,3602716408,"Clinton town, Dutchess County, New York",36027,MHV,1593,1901,308,3355,56,75,196,3841,14,4037,175,3521,municipality,2020
480,3602720819,"Dover town, Dutchess County, New York",36027,MHV,3182,3505,323,6610,266,372,1638,6777,44,8415,359,5736,municipality,2020
481,3602721996,"East Fishkill town, Dutchess County, New York",36027,MHV,10206,10829,623,23121,1254,1130,3679,26028,215,29707,1026,22403,municipality,2020
482,3602725978,"Fishkill town, Dutchess County, New York",36027,MHV,9039,9521,482,20557,1180,3160,3822,20404,177,24226,749,15138,municipality,2020
483,3602737209,"Hyde Park town, Dutchess County, New York",36027,MHV,7921,8433,512,17431,810,1594,1989,19032,148,21021,1075,15405,municipality,2020
484,3602740299,"La Grange town, Dutchess County, New York",36027,MHV,5617,5897,280,12529,707,842,1783,14192,121,15975,670,11852,municipality,2020
485,3602747207,"Milan town, Dutchess County, New York",36027,MHV,957,1202,245,1871,30,32,131,2114,20,2245,120,1912,municipality,2020
486,3602751891,"North East town, Dutchess County, New York",36027,MHV,1223,1543,320,2464,53,48,419,2552,12,2971,121,2318,municipality,2020
487,3602756825,"Pawling town, Dutchess County, New York",36027,MHV,3117,3518,401,6518,133,201,1178,6834,58,8012,246,6196,municipality,2020
488,3602758156,"Pine Plains town, Dutchess County, New York",36027,MHV,946,1175,229,1817,30,18,126,2092,11,2218,112,1921,municipality,2020
489,3602758695,"Pleasant Valley town, Dutchess County, New York",36027,MHV,3921,4151,230,7847,184,384,866,8933,89,9799,459,7817,municipality,2020
490,3602759641,"Poughkeepsie city, Dutchess County, New York",36027,MHV,13139,14604,1465,24676,505,11165,7105,24472,290,31577,1659,10853,municipality,2020
491,3602759652,"Poughkeepsie town, Dutchess County, New York",36027,MHV,15857,16878,1021,37129,2802,5115,6794,38677,541,45471,1813,28406,municipality,2020
492,3602760905,"Red Hook town, Dutchess County, New York",36027,MHV,3926,4415,489,8158,299,148,733,9220,44,9953,348,8381,municipality,2020
493,3602761357,"Rhinebeck town, Dutchess County, New York",36027,MHV,3320,3787,467,6553,154,97,506,7090,45,7596,284,6510,municipality,2020
494,3602770662,"Stanford town, Dutchess County, New York",36027,MHV,1494,1859,365,3082,43,135,277,3405,25,3682,129,3073,municipality,2020
495,3602776166,"Union Vale town, Dutchess County, New York",36027,MHV,1587,1766,179,3689,78,74,312,4246,26,4558,142,3926,municipality,2020
496,3602778157,"Wappinger town, Dutchess County, New York",36027,MHV,11183,11657,474,22727,1270,2120,5228,22988,244,28216,1023,18331,municipality,2020
497,3602778388,"Washington town, Dutchess County, New York",36027,MHV,1888,2270,382,3671,65,103,450,4072,25,4522,213,3666,municipality,2020
498,3604710022,"Brooklyn borough, Kings County, New York",36047,NYC,1009804,1077654,67850,2140371,370776,729696,516426,2219648,37579,2736074,113170,968427,municipality,2020
499,3601011,"Albertson CDP, New York",36059,LI,1795,1857,62,4201,1700,25,468,4752,46,5220,114,2867,municipality,2020
500,3602968,"Atlantic Beach village, New York",36059,LI,763,1046,283,1505,28,3,83,1624,16,1707,44,1533,municipality,2020
501,3604143,"Baldwin CDP, New York",36059,LI,10702,11092,390,26928,1576,12989,7588,26331,598,33919,1337,9831,municipality,2020
502,3604550,"Barnum Island CDP, New York",36059,LI,1026,1062,36,2207,156,69,504,2086,38,2590,61,1762,municipality,2020
503,3604803,"Baxter Estates village, New York",36059,LI,394,425,31,791,74,7,173,818,4,991,33,700,municipality,2020
504,3604891,"Bay Park CDP, New York",36059,LI,845,888,43,1703,28,42,228,1889,12,2117,41,1766,municipality,2020
505,3605034,"Bayville village, New York",36059,LI,2518,2691,173,5513,140,32,704,6044,25,6748,156,5691,municipality,2020
506,3605639,"Bellerose village, New York",36059,LI,384,388,4,918,62,36,121,1052,15,1173,43,896,municipality,2020
507,3605661,"Bellerose Terrace CDP, New York",36059,LI,670,692,22,1817,782,151,655,1674,63,2329,77,601,municipality,2020
508,3605738,"Bellmore CDP, New York",36059,LI,5572,5776,204,12819,737,242,1570,14727,57,16297,454,13237,municipality,2020
509,3606387,"Bethpage CDP, New York",36059,LI,5810,6072,262,13417,2066,151,1735,14923,78,16658,336,12292,municipality,2020
510,3610132,"Brookville village, New York",36059,LI,625,661,36,2506,390,45,152,2787,10,2939,69,2273,municipality,2020
511,3612419,"Carle Place CDP, New York",36059,LI,1825,1908,83,4043,488,148,740,4265,50,5005,145,3434,municipality,2020
512,3613233,"Cedarhurst village, New York",36059,LI,2265,2413,148,5016,189,151,1040,6334,74,7374,117,5803,municipality,2020
513,3613618,"Centre Island village, New York",36059,LI,160,229,69,334,19,2,31,376,1,407,3,351,municipality,2020
514,3618597,"Cove Neck village, New York",36059,LI,125,138,13,218,0,0,18,275,2,293,9,264,municipality,2020
515,3621578,"East Atlantic Beach CDP, New York",36059,LI,860,994,134,1843,18,8,128,1973,9,2101,40,1898,municipality,2020
516,3622260,"East Hills village, New York",36059,LI,2218,2294,76,5274,888,85,303,6981,34,7284,166,5808,municipality,2020
517,3622480,"East Massapequa CDP, New York",36059,LI,6884,7112,228,16066,486,2415,2775,17079,156,19854,548,13474,municipality,2020
518,3622502,"East Meadow CDP, New York",36059,LI,12361,12951,590,30442,6758,1668,6048,31748,367,37796,916,22039,municipality,2020
519,3622623,"East Norwich CDP, New York",36059,LI,968,998,30,2205,111,26,222,2570,8,2792,63,2362,municipality,2020
520,3622876,"East Rockaway village, New York",36059,LI,3814,4000,186,8157,327,296,1451,8708,47,10159,249,7789,municipality,2020
521,3623217,"East Williston village, New York",36059,LI,828,864,36,1958,340,5,150,2495,7,2645,83,2060,municipality,2020
522,3624273,"Elmont CDP, New York",36059,LI,9896,10270,374,28191,5290,15460,8024,27241,901,35265,1308,4282,municipality,2020
523,3625384,"Farmingdale village, New York",36059,LI,3627,3868,241,7196,618,280,1291,7175,70,8466,188,6019,municipality,2020
524,3626264,"Floral Park village, New York",36059,LI,5746,5961,215,12714,1889,262,2067,14105,99,16172,360,11495,municipality,2020
525,3626352,"Flower Hill village, New York",36059,LI,1473,1529,56,3556,904,32,280,4514,36,4794,119,3423,municipality,2020
526,3627309,"Franklin Square CDP, New York",36059,LI,9903,10231,328,24938,3947,1385,5979,24924,341,30903,647,18604,municipality,2020
527,3627485,"Freeport village, New York",36059,LI,13501,14137,636,34879,792,12830,21312,23160,649,44472,1257,7632,municipality,2020
