id,name,stco,subreg,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,geotype,yr
3400364170,"Rockleigh borough, Bergen County, New Jersey",34003,INJ,6,8,12,433,445,1,4,414,municipality,2010
3400365280,"Rutherford borough, Bergen County, New Jersey",34003,INJ,3086,772,2338,26360,28698,56,338,22108,municipality,2000
3400365280,"Rutherford borough, Bergen County, New Jersey",34003,INJ,1761,376,1829,12443,14272,46,192,10068,municipality,2010
3400365340,"Saddle Brook township, Bergen County, New Jersey",34003,INJ,918,262,1176,19822,20998,34,138,18470,municipality,2000
3400365340,"Saddle Brook township, Bergen County, New Jersey",34003,INJ,867,203,1217,9689,10906,26,104,8489,municipality,2010
3400365400,"Saddle River borough, Bergen County, New Jersey",34003,INJ,340,34,114,4850,4964,16,50,4410,municipality,2000
3400365400,"Saddle River borough, Bergen County, New Jersey",34003,INJ,240,42,119,2368,2487,12,29,2045,municipality,2010
3400368970,"South Hackensack township, Bergen County, New Jersey",34003,INJ,194,70,490,3124,3614,14,34,2812,municipality,2000
3400368970,"South Hackensack township, Bergen County, New Jersey",34003,INJ,87,71,559,1297,1856,3,20,1116,municipality,2010
3400372360,"Teaneck township, Bergen County, New Jersey",34003,INJ,4202,16428,5852,52426,58278,226,1246,30324,municipality,2000
3400372360,"Teaneck township, Bergen County, New Jersey",34003,INJ,2800,7960,4662,25161,29823,150,499,13752,municipality,2010
3400372420,"Tenafly borough, Bergen County, New Jersey",34003,INJ,3576,198,926,18874,19800,40,204,14856,municipality,2000
3400372420,"Tenafly borough, Bergen County, New Jersey",34003,INJ,2546,84,526,9446,9972,20,103,6693,municipality,2010
3400372480,"Teterboro borough, Bergen County, New Jersey",34003,INJ,0,0,0,24,24,0,4,20,municipality,2000
3400372480,"Teterboro borough, Bergen County, New Jersey",34003,INJ,2,2,17,34,51,1,1,28,municipality,2010
3400375140,"Upper Saddle River borough, Bergen County, New Jersey",34003,INJ,674,108,218,10518,10736,18,60,9658,municipality,2000
3400375140,"Upper Saddle River borough, Bergen County, New Jersey",34003,INJ,579,68,210,5483,5693,13,31,4792,municipality,2010
3400376400,"Waldwick borough, Bergen County, New Jersey",34003,INJ,582,88,706,13634,14340,6,78,12880,municipality,2000
3400376400,"Waldwick borough, Bergen County, New Jersey",34003,INJ,347,53,583,6613,7196,7,38,6168,municipality,2010
3400376490,"Wallington borough, Bergen County, New Jersey",34003,INJ,864,450,1122,17780,18902,18,270,16178,municipality,2000
3400376490,"Wallington borough, Bergen County, New Jersey",34003,INJ,470,255,879,8417,9296,14,79,7599,municipality,2010
3400377135,"Washington township, Bergen County, New Jersey",34003,INJ,734,112,442,13368,13810,26,86,12410,municipality,2000
3400377135,"Washington township, Bergen County, New Jersey",34003,INJ,452,68,351,6664,7015,9,39,6096,municipality,2010
3400380270,"Westwood borough, Bergen County, New Jersey",34003,INJ,734,956,970,16292,17262,46,128,14428,municipality,2000
3400380270,"Westwood borough, Bergen County, New Jersey",34003,INJ,610,377,865,7656,8521,10,53,6606,municipality,2010
3400382300,"Woodcliff Lake borough, Bergen County, New Jersey",34003,INJ,370,80,184,7870,8054,2,30,7388,municipality,2000
3400382300,"Woodcliff Lake borough, Bergen County, New Jersey",34003,INJ,271,37,199,3932,4131,0,17,3607,municipality,2010
3400382570,"Wood-Ridge borough, Bergen County, New Jersey",34003,INJ,570,98,836,11206,12042,14,70,10454,municipality,2000
3400382570,"Wood-Ridge borough, Bergen County, New Jersey",34003,INJ,406,71,704,5282,5986,13,38,4754,municipality,2010
3400383050,"Wyckoff township, Bergen County, New Jersey",34003,INJ,836,104,522,23152,23674,36,80,22096,municipality,2000
3400383050,"Wyckoff township, Bergen County, New Jersey",34003,INJ,486,61,492,11589,12081,15,62,10965,municipality,2010
3401304695,"Belleville township, Essex County, New Jersey",34013,INJ,5882,2450,11852,44312,56164,244,1220,34516,municipality,2000
3401304695,"Belleville township, Essex County, New Jersey",34013,INJ,3354,2126,10014,18132,28146,242,325,12085,municipality,2010
3401306260,"Bloomfield township, Essex County, New Jersey",34013,INJ,5940,7638,9524,65764,75288,496,1434,50256,municipality,2000
3401306260,"Bloomfield township, Essex County, New Jersey",34013,INJ,3106,6045,8146,29160,37306,367,586,19056,municipality,2010
3401309250,"Caldwell borough, Essex County, New Jersey",34013,INJ,520,286,548,11882,12430,26,78,10972,municipality,2000
3401309250,"Caldwell borough, Essex County, New Jersey",34013,INJ,306,196,602,5773,6375,12,70,5189,municipality,2010
3401311200,"Cedar Grove township, Essex County, New Jersey",34013,INJ,1050,686,584,19284,19868,18,108,17422,municipality,2000
3401311200,"Cedar Grove township, Essex County, New Jersey",34013,INJ,635,267,512,9397,9909,12,54,8429,municipality,2010
3401313045,"City of Orange township, Essex County, New Jersey",34013,INJ,646,34148,6004,41516,47520,352,1852,4518,municipality,2000
3401313045,"City of Orange township, Essex County, New Jersey",34013,INJ,377,15729,4755,17860,22615,212,324,1218,municipality,2010
3401319390,"East Orange city, Essex County, New Jersey",34013,INJ,482,87986,4404,95972,100376,656,3420,3428,municipality,2000
3401319390,"East Orange city, Essex County, New Jersey",34013,INJ,388,41382,3542,44234,47776,414,759,1291,municipality,2010
3401321840,"Essex Fells borough, Essex County, New Jersey",34013,INJ,40,12,42,2998,3040,6,22,2918,municipality,2000
3401321840,"Essex Fells borough, Essex County, New Jersey",34013,INJ,34,11,24,1457,1481,1,12,1399,municipality,2010
3401322385,"Fairfield township, Essex County, New Jersey",34013,INJ,306,60,358,10654,11012,2,50,10236,municipality,2000
3401322385,"Fairfield township, Essex County, New Jersey",34013,INJ,144,41,261,5519,5780,1,28,5305,municipality,2010
3401326610,"Glen Ridge borough, Essex County, New Jersey",34013,INJ,350,482,322,9756,10078,30,68,8826,municipality,2000
3401326610,"Glen Ridge borough, Essex County, New Jersey",34013,INJ,260,267,235,4867,5102,10,54,4276,municipality,2010
3401334450,"Irvington township, Essex County, New Jersey",34013,INJ,1024,68824,7280,80102,87382,494,3360,6400,municipality,2000
3401334450,"Irvington township, Essex County, New Jersey",34013,INJ,399,33614,4135,36100,40235,237,512,1338,municipality,2010
3401340890,"Livingston township, Essex County, New Jersey",34013,INJ,5582,448,988,39226,40214,56,220,32920,municipality,2000
3401340890,"Livingston township, Essex County, New Jersey",34013,INJ,3939,447,781,20652,21433,33,165,16068,municipality,2010
3401343800,"Maplewood township, Essex County, New Jersey",34013,INJ,1020,9920,1596,32754,34350,158,1004,20652,municipality,2000
3401343800,"Maplewood township, Essex County, New Jersey",34013,INJ,537,5965,1043,16066,17109,70,277,9217,municipality,2010
3401346380,"Millburn township, Essex County, New Jersey",34013,INJ,2316,310,546,27032,27578,44,156,24206,municipality,2000
3401346380,"Millburn township, Essex County, New Jersey",34013,INJ,2132,216,464,13183,13647,20,115,10700,municipality,2010
3401347500,"Montclair township, Essex County, New Jersey",34013,INJ,1904,17708,2776,55250,58026,360,1128,34150,municipality,2000
3401347500,"Montclair township, Essex County, New Jersey",34013,INJ,1061,7593,1944,26128,28072,174,647,16653,municipality,2010
3401351000,"Newark city, Essex County, New Jersey",34013,INJ,5088,198320,112998,281256,394254,3914,9484,64450,municipality,2000
3401351000,"Newark city, Essex County, New Jersey",34013,INJ,3600,101093,67338,138915,206253,3711,3221,27290,municipality,2010
3401352620,"North Caldwell borough, Essex County, New Jersey",34013,INJ,560,2106,234,11112,11346,12,86,8348,municipality,2000
3401352620,"North Caldwell borough, Essex County, New Jersey",34013,INJ,285,30,176,4322,4498,1,17,3989,municipality,2010
3401353680,"Nutley township, Essex County, New Jersey",34013,INJ,2866,774,2570,40222,42792,98,274,36210,municipality,2000
3401353680,"Nutley township, Essex County, New Jersey",34013,INJ,2142,438,2332,20160,22492,75,225,17280,municipality,2010
3401364590,"Roseland borough, Essex County, New Jersey",34013,INJ,362,60,164,8250,8414,8,36,7784,municipality,2000
3401364590,"Roseland borough, Essex County, New Jersey",34013,INJ,260,69,176,4422,4598,9,22,4062,municipality,2010
3401369274,"South Orange Village township, Essex County, New Jersey",34013,INJ,1102,7246,1274,25100,26374,86,444,16222,municipality,2000
3401369274,"South Orange Village township, Essex County, New Jersey",34013,INJ,675,3386,708,11775,12483,72,252,7390,municipality,2010
3401375815,"Verona township, Essex County, New Jersey",34013,INJ,684,324,648,20332,20980,24,138,19162,municipality,2000
3401375815,"Verona township, Essex County, New Jersey",34013,INJ,417,200,528,9710,10238,20,77,8996,municipality,2010
3401378510,"West Caldwell township, Essex County, New Jersey",34013,INJ,632,150,438,16488,16926,20,68,15618,municipality,2000
3401378510,"West Caldwell township, Essex County, New Jersey",34013,INJ,320,98,367,7872,8239,17,48,7389,municipality,2010
3401379800,"West Orange township, Essex County, New Jersey",34013,INJ,5396,10170,6262,62692,68954,194,1254,45678,municipality,2000
3401379800,"West Orange township, Essex County, New Jersey",34013,INJ,2922,8227,5229,30035,35264,148,437,18301,municipality,2010
3401703580,"Bayonne city, Hudson County, New Jersey",34017,INJ,3712,4350,14876,81464,96340,288,2240,70874,municipality,2000
3401703580,"Bayonne city, Hudson County, New Jersey",34017,INJ,3630,3480,11086,37776,48862,208,620,29838,municipality,2010
3401719360,"East Newark borough, Hudson County, New Jersey",34017,INJ,100,34,1614,1908,3522,68,96,1610,municipality,2000
3401719360,"East Newark borough, Hudson County, New Jersey",34017,INJ,173,17,1096,781,1877,25,19,547,municipality,2010
3401728650,"Guttenberg town, Hudson County, New Jersey",34017,INJ,1324,532,8782,8258,17040,54,472,5876,municipality,2000
3401728650,"Guttenberg town, Hudson County, New Jersey",34017,INJ,694,292,5547,3334,8881,42,77,2229,municipality,2010
3401730210,"Harrison town, Hudson County, New Jersey",34017,INJ,2734,134,7986,14654,22640,352,518,10916,municipality,2000
3401730210,"Harrison town, Hudson County, New Jersey",34017,INJ,1898,131,4496,6293,10789,179,129,3956,municipality,2010
3401732250,"Hoboken city, Hudson County, New Jersey",34017,INJ,3070,1906,11866,57220,69086,154,856,51234,municipality,2000
3401732250,"Hoboken city, Hudson County, New Jersey",34017,INJ,3139,1022,5984,37908,43892,130,510,33107,municipality,2010
3401736000,"Jersey City city, Hudson County, New Jersey",34017,INJ,60524,89302,93526,267778,361304,4002,13762,100188,municipality,2000
3401736000,"Jersey City city, Hudson County, New Jersey",34017,INJ,48611,43813,49754,145495,195249,2231,3973,46867,municipality,2010
3401736510,"Kearny town, Hudson County, New Jersey",34017,INJ,3538,2732,16366,47262,63628,596,1418,38978,municipality,2000
3401736510,"Kearny town, Hudson County, New Jersey",34017,INJ,1435,1570,12087,20166,32253,438,405,16318,municipality,2010
3401752470,"North Bergen township, Hudson County, New Jersey",34017,INJ,5732,1386,49574,40200,89774,406,1966,30710,municipality,2000
3401752470,"North Bergen township, Hudson County, New Jersey",34017,INJ,3200,860,31829,15881,47710,203,433,11185,municipality,2010
3401766570,"Secaucus town, Hudson County, New Jersey",34017,INJ,2776,1068,2822,22910,25732,54,342,18670,municipality,2000
3401766570,"Secaucus town, Hudson County, New Jersey",34017,INJ,2536,441,2217,10908,13125,32,163,7736,municipality,2010
3401774630,"Union City city, Hudson County, New Jersey",34017,INJ,2106,1304,82210,18024,100234,256,696,13662,municipality,2000
3401774630,"Union City city, Hudson County, New Jersey",34017,INJ,1233,883,42570,8122,50692,150,245,5611,municipality,2010
3401777930,"Weehawken township, Hudson County, New Jersey",34017,INJ,1054,552,8374,14156,22530,104,380,12066,municipality,2000
3401777930,"Weehawken township, Hudson County, New Jersey",34017,INJ,871,359,3947,6563,10510,42,116,5175,municipality,2010
3401779610,"West New York town, Hudson County, New Jersey",34017,INJ,2212,1088,55330,15794,71124,184,784,11526,municipality,2000
3401779610,"West New York town, Hudson County, New Jersey",34017,INJ,2474,769,30029,9235,39264,112,260,5620,municipality,2010
3401900550,"Alexandria township, Hunterdon County, New Jersey",34019,ONJ,40,48,108,6648,6756,18,30,6512,municipality,2000
3401900550,"Alexandria township, Hunterdon County, New Jersey",34019,ONJ,65,69,102,3575,3677,7,13,3421,municipality,2010
3401905650,"Bethlehem township, Hunterdon County, New Jersey",34019,ONJ,46,40,82,5304,5386,10,4,5204,municipality,2000
3401905650,"Bethlehem township, Hunterdon County, New Jersey",34019,ONJ,48,25,104,2775,2879,5,14,2683,municipality,2010
3401906370,"Bloomsbury borough, Hunterdon County, New Jersey",34019,ONJ,0,6,12,1232,1244,2,4,1220,municipality,2000
3401906370,"Bloomsbury borough, Hunterdon County, New Jersey",34019,ONJ,12,8,23,612,635,0,1,591,municipality,2010
3401909280,"Califon borough, Hunterdon County, New Jersey",34019,ONJ,16,0,6,1538,1544,0,8,1514,municipality,2000
3401909280,"Califon borough, Hunterdon County, New Jersey",34019,ONJ,8,3,5,768,773,1,9,747,municipality,2010
3401913720,"Clinton town, Hunterdon County, New Jersey",34019,ONJ,130,46,170,3706,3876,16,20,3494,municipality,2000
3401913720,"Clinton town, Hunterdon County, New Jersey",34019,ONJ,135,25,133,1880,2013,3,16,1701,municipality,2010
3401913750,"Clinton township, Hunterdon County, New Jersey",34019,ONJ,448,1652,846,18272,19118,62,126,15984,municipality,2000
3401913750,"Clinton township, Hunterdon County, New Jersey",34019,ONJ,388,682,600,9636,10236,32,89,8445,municipality,2010
3401917170,"Delaware township, Hunterdon County, New Jersey",34019,ONJ,72,28,64,6794,6858,8,18,6668,municipality,2000
3401917170,"Delaware township, Hunterdon County, New Jersey",34019,ONJ,31,21,73,3575,3648,6,21,3496,municipality,2010
3401918820,"East Amwell township, Hunterdon County, New Jersey",34019,ONJ,62,18,76,6580,6656,6,38,6456,municipality,2000
3401918820,"East Amwell township, Hunterdon County, New Jersey",34019,ONJ,42,24,72,3058,3130,5,20,2967,municipality,2010
3401923700,"Flemington borough, Hunterdon County, New Jersey",34019,ONJ,194,160,660,5874,6534,32,56,5432,municipality,2000
3401923700,"Flemington borough, Hunterdon County, New Jersey",34019,ONJ,198,112,862,2697,3559,9,35,2343,municipality,2010
3401924870,"Franklin township, Hunterdon County, New Jersey",34019,ONJ,42,16,84,4404,4488,8,16,4322,municipality,2000
3401924870,"Franklin township, Hunterdon County, New Jersey",34019,ONJ,28,13,65,2342,2407,7,4,2290,municipality,2010
3401925350,"Frenchtown borough, Hunterdon County, New Jersey",34019,ONJ,28,10,58,2248,2306,6,8,2196,municipality,2000
3401925350,"Frenchtown borough, Hunterdon County, New Jersey",34019,ONJ,8,8,44,1042,1086,1,5,1020,municipality,2010
3401926550,"Glen Gardner borough, Hunterdon County, New Jersey",34019,ONJ,48,26,92,2750,2842,8,20,2648,municipality,2000
3401926550,"Glen Gardner borough, Hunterdon County, New Jersey",34019,ONJ,27,21,69,1272,1341,1,13,1210,municipality,2010
3401929460,"Hampton borough, Hunterdon County, New Jersey",34019,ONJ,20,140,76,2220,2296,2,22,2036,municipality,2000
3401929460,"Hampton borough, Hunterdon County, New Jersey",34019,ONJ,25,21,48,1051,1099,7,8,990,municipality,2010
3401931320,"High Bridge borough, Hunterdon County, New Jersey",34019,ONJ,68,40,96,5368,5464,18,24,5218,municipality,2000
3401931320,"High Bridge borough, Hunterdon County, New Jersey",34019,ONJ,85,29,130,2633,2763,2,17,2500,municipality,2010
3401932460,"Holland township, Hunterdon County, New Jersey",34019,ONJ,22,32,122,7590,7712,10,24,7502,municipality,2000
3401932460,"Holland township, Hunterdon County, New Jersey",34019,ONJ,26,21,88,3927,4015,7,11,3862,municipality,2010
3401937065,"Kingwood township, Hunterdon County, New Jersey",34019,ONJ,42,24,78,5422,5500,4,32,5320,municipality,2000
3401937065,"Kingwood township, Hunterdon County, New Jersey",34019,ONJ,28,18,64,2893,2957,5,27,2815,municipality,2010
3401938610,"Lambertville city, Hunterdon County, New Jersey",34019,ONJ,48,116,184,6364,6548,20,46,6134,municipality,2000
3401938610,"Lambertville city, Hunterdon County, New Jersey",34019,ONJ,43,59,277,3095,3372,4,19,2970,municipality,2010
3401939630,"Lebanon borough, Hunterdon County, New Jersey",34019,ONJ,48,10,32,1584,1616,4,4,1518,municipality,2000
3401939630,"Lebanon borough, Hunterdon County, New Jersey",34019,ONJ,55,16,51,1021,1072,3,13,934,municipality,2010
3401939660,"Lebanon township, Hunterdon County, New Jersey",34019,ONJ,72,64,142,8522,8664,14,40,8332,municipality,2000
3401939660,"Lebanon township, Hunterdon County, New Jersey",34019,ONJ,62,85,146,4951,5097,22,33,4749,municipality,2010
3401946260,"Milford borough, Hunterdon County, New Jersey",34019,ONJ,6,2,36,1748,1784,2,8,1730,municipality,2000
3401946260,"Milford borough, Hunterdon County, New Jersey",34019,ONJ,7,2,21,958,979,3,4,942,municipality,2010
3401961920,"Raritan township, Hunterdon County, New Jersey",34019,ONJ,984,316,758,27262,28020,32,212,25718,municipality,2000
3401961920,"Raritan township, Hunterdon County, New Jersey",34019,ONJ,955,310,745,15635,16380,22,95,14253,municipality,2010
3401962250,"Readington township, Hunterdon County, New Jersey",34019,ONJ,580,180,458,22778,23236,28,114,21876,municipality,2000
3401962250,"Readington township, Hunterdon County, New Jersey",34019,ONJ,425,141,445,11631,12076,15,70,10980,municipality,2010
3401970980,"Stockton borough, Hunterdon County, New Jersey",34019,ONJ,6,0,6,876,882,0,2,868,municipality,2000
3401970980,"Stockton borough, Hunterdon County, New Jersey",34019,ONJ,4,0,3,430,433,0,1,425,municipality,2010
3401972510,"Tewksbury township, Hunterdon County, New Jersey",34019,ONJ,142,34,106,8076,8182,12,30,7858,municipality,2000
3401972510,"Tewksbury township, Hunterdon County, New Jersey",34019,ONJ,120,38,137,4339,4476,8,23,4150,municipality,2010
3401974420,"Union township, Hunterdon County, New Jersey",34019,ONJ,142,1562,560,9400,9960,22,92,7582,municipality,2000
3401974420,"Union township, Hunterdon County, New Jersey",34019,ONJ,173,486,303,4519,4822,13,38,3809,municipality,2010
3401978230,"West Amwell township, Hunterdon County, New Jersey",34019,ONJ,28,28,30,3728,3758,4,16,3652,municipality,2000
3401978230,"West Amwell township, Hunterdon County, New Jersey",34019,ONJ,41,480,161,3046,3207,3,25,2497,municipality,2010
3402119780,"East Windsor township, Mercer County, New Jersey",34021,ONJ,3514,3066,5030,32840,37870,124,388,25748,municipality,2000
3402119780,"East Windsor township, Mercer County, New Jersey",34021,ONJ,3434,1678,3687,16931,20618,60,247,11512,municipality,2010
3402122185,"Ewing township, Mercer County, New Jersey",34021,ONJ,1332,13066,2388,56138,58526,142,698,40900,municipality,2000
3402122185,"Ewing township, Mercer County, New Jersey",34021,ONJ,1300,7390,1943,28003,29946,116,386,18811,municipality,2010
3402129310,"Hamilton township, Mercer County, New Jersey",34021,ONJ,3228,9502,5808,128010,133818,270,1492,113518,municipality,2000
3402129310,"Hamilton township, Mercer County, New Jersey",34021,ONJ,2238,7105,6380,63360,69740,170,631,53216,municipality,2010
3402131620,"Hightstown borough, Mercer County, New Jersey",34021,ONJ,180,600,1602,6482,8084,24,102,5576,municipality,2000
3402131620,"Hightstown borough, Mercer County, New Jersey",34021,ONJ,160,307,1184,2997,4181,16,46,2468,municipality,2010
3402133150,"Hopewell borough, Mercer County, New Jersey",34021,ONJ,22,34,68,2938,3006,16,18,2848,municipality,2000
3402133150,"Hopewell borough, Mercer County, New Jersey",34021,ONJ,10,24,54,1406,1460,4,8,1360,municipality,2010
3402133180,"Hopewell township, Mercer County, New Jersey",34021,ONJ,886,1684,548,23118,23666,50,122,20376,municipality,2000
3402133180,"Hopewell township, Mercer County, New Jersey",34021,ONJ,1029,269,361,12367,12728,16,96,10957,municipality,2010
3402139510,"Lawrence township, Mercer County, New Jersey",34021,ONJ,3370,3864,1922,43750,45672,248,438,35830,municipality,2000
3402139510,"Lawrence township, Mercer County, New Jersey",34021,ONJ,3542,2671,1752,25028,26780,89,378,18348,municipality,2010
3402157600,"Pennington borough, Mercer County, New Jersey",34021,ONJ,36,112,40,3804,3844,8,14,3634,municipality,2000
3402157600,"Pennington borough, Mercer County, New Jersey",34021,ONJ,24,34,21,1882,1903,2,8,1814,municipality,2010
3402160900,"Princeton borough, Mercer County, New Jersey",34021,ONJ,4506,2822,2812,46978,49790,202,790,38658,municipality,2000
3402160900,"Princeton borough, Mercer County, New Jersey",34021,ONJ,3359,1294,1838,21539,23377,92,454,16340,municipality,2010
3402163850,"Robbinsville township, Mercer County, New Jersey",34021,ONJ,604,442,368,14812,15180,36,98,13632,municipality,2000
3402163850,"Robbinsville township, Mercer County, New Jersey",34021,ONJ,1142,303,375,9347,9722,21,77,7804,municipality,2010
3402174000,"Trenton city, Mercer County, New Jersey",34021,ONJ,982,58862,25046,98468,123514,488,1874,36262,municipality,2000
3402174000,"Trenton city, Mercer County, New Jersey",34021,ONJ,669,31078,20430,43205,63635,239,801,10418,municipality,2010
3402180240,"West Windsor township, Mercer County, New Jersey",34021,ONJ,6822,772,1144,28734,29878,58,238,20844,municipality,2000
3402180240,"West Windsor township, Mercer County, New Jersey",34021,ONJ,6951,658,788,18653,19441,48,234,10762,municipality,2010
3402310750,"Carteret borough, Middlesex County, New Jersey",34023,INJ,2356,2318,6460,24502,30962,108,436,19284,municipality,2000
3402310750,"Carteret borough, Middlesex County, New Jersey",34023,INJ,3127,2026,4880,12173,17053,109,254,6657,municipality,2010
3402315550,"Cranbury township, Middlesex County, New Jersey",34023,INJ,312,116,62,4428,4490,4,42,3954,municipality,2000
3402315550,"Cranbury township, Middlesex County, New Jersey",34023,INJ,356,94,68,2738,2806,2,23,2263,municipality,2010
3402318490,"Dunellen borough, Middlesex County, New Jersey",34023,INJ,358,324,1378,8870,10248,20,66,8102,municipality,2000
3402318490,"Dunellen borough, Middlesex County, New Jersey",34023,INJ,248,391,1351,4161,5512,12,49,3461,municipality,2010
3402319000,"East Brunswick township, Middlesex County, New Jersey",34023,INJ,10674,1844,2720,66456,69176,114,968,52856,municipality,2000
3402319000,"East Brunswick township, Middlesex County, New Jersey",34023,INJ,7745,1254,2186,33865,36051,108,389,24369,municipality,2010
3402320230,"Edison township, Middlesex County, New Jersey",34023,INJ,42268,9420,8668,142062,150730,476,2178,87720,municipality,2000
3402320230,"Edison township, Middlesex County, New Jersey",34023,INJ,31601,4955,5747,71561,77308,240,1342,33423,municipality,2010
3402330840,"Helmetta borough, Middlesex County, New Jersey",34023,INJ,66,60,134,2710,2844,4,16,2564,municipality,2000
3402330840,"Helmetta borough, Middlesex County, New Jersey",34023,INJ,80,54,109,1616,1725,5,15,1462,municipality,2010
3402331470,"Highland Park borough, Middlesex County, New Jersey",34023,INJ,3050,1552,1590,20320,21910,104,370,15244,municipality,2000
3402331470,"Highland Park borough, Middlesex County, New Jersey",34023,INJ,2014,792,900,10125,11025,41,162,7116,municipality,2010
3402334890,"Jamesburg borough, Middlesex County, New Jersey",34023,INJ,204,750,770,8312,9082,30,106,7222,municipality,2000
3402334890,"Jamesburg borough, Middlesex County, New Jersey",34023,INJ,192,362,896,3522,4418,26,37,2905,municipality,2010
3402345690,"Metuchen borough, Middlesex County, New Jersey",34023,INJ,1408,1024,718,18980,19698,52,230,16266,municipality,2000
3402345690,"Metuchen borough, Middlesex County, New Jersey",34023,INJ,1279,507,598,9694,10292,27,125,7756,municipality,2010
3402345900,"Middlesex borough, Middlesex County, New Jersey",34023,INJ,860,618,1702,19120,20822,50,198,17394,municipality,2000
3402345900,"Middlesex borough, Middlesex County, New Jersey",34023,INJ,627,455,1559,9009,10568,19,73,7835,municipality,2010
3402346620,"Milltown borough, Middlesex County, New Jersey",34023,INJ,302,66,382,10416,10798,18,70,9960,municipality,2000
3402346620,"Milltown borough, Middlesex County, New Jersey",34023,INJ,179,60,293,5098,5391,8,24,4827,municipality,2010
3402347280,"Monroe township, Middlesex County, New Jersey",34023,INJ,974,884,834,46208,47042,78,154,44118,municipality,2000
3402347280,"Monroe township, Middlesex County, New Jersey",34023,INJ,3420,1108,1153,30602,31755,53,198,25823,municipality,2010
3402351210,"New Brunswick city, Middlesex County, New Jersey",34023,INJ,4758,14436,26384,51264,77648,446,1276,30348,municipality,2000
3402351210,"New Brunswick city, Middlesex County, New Jersey",34023,INJ,3938,6034,18609,24951,43560,229,573,14177,municipality,2010
3402352560,"North Brunswick township, Middlesex County, New Jersey",34023,INJ,7606,7898,5186,50682,55868,212,956,34010,municipality,2000
3402352560,"North Brunswick township, Middlesex County, New Jersey",34023,INJ,7177,4993,4929,26267,31196,176,486,13435,municipality,2010
3402354705,"Old Bridge township, Middlesex County, New Jersey",34023,INJ,9308,4224,6166,83478,89644,260,1328,68358,municipality,2000
3402354705,"Old Bridge township, Middlesex County, New Jersey",34023,INJ,6936,2780,4936,45543,50479,223,645,34959,municipality,2010
3402358200,"Perth Amboy city, Middlesex County, New Jersey",34023,INJ,1068,5358,44296,23366,67662,342,934,15664,municipality,2000
3402358200,"Perth Amboy city, Middlesex County, New Jersey",34023,INJ,656,2814,27794,9151,36945,119,186,5376,municipality,2010
3402359010,"Piscataway township, Middlesex County, New Jersey",34023,INJ,19794,14310,5748,73112,78860,336,1422,37250,municipality,2000
3402359010,"Piscataway township, Middlesex County, New Jersey",34023,INJ,14865,8283,4481,40294,44775,214,989,15943,municipality,2010
3402359280,"Plainsboro township, Middlesex County, New Jersey",34023,INJ,8774,2186,1282,29196,30478,96,402,17738,municipality,2000
3402359280,"Plainsboro township, Middlesex County, New Jersey",34023,INJ,7394,1330,1030,16292,17322,50,273,7245,municipality,2010
3402365790,"Sayreville borough, Middlesex County, New Jersey",34023,INJ,6216,4488,3976,57750,61726,148,820,46078,municipality,2000
3402365790,"Sayreville borough, Middlesex County, New Jersey",34023,INJ,5020,3078,3596,29458,33054,202,412,20746,municipality,2010
3402368550,"South Amboy city, Middlesex County, New Jersey",34023,INJ,154,86,670,11310,11980,30,92,10948,municipality,2000
3402368550,"South Amboy city, Middlesex County, New Jersey",34023,INJ,247,251,784,6050,6834,12,71,5469,municipality,2010
3402368790,"South Brunswick township, Middlesex County, New Jersey",34023,INJ,9524,4056,2536,51474,54010,148,706,37040,municipality,2000
3402368790,"South Brunswick township, Middlesex County, New Jersey",34023,INJ,10343,2312,1750,29633,31383,91,476,16411,municipality,2010
3402369390,"South Plainfield borough, Middlesex County, New Jersey",34023,INJ,2390,2526,2512,30138,32650,290,458,24474,municipality,2000
3402369390,"South Plainfield borough, Middlesex County, New Jersey",34023,INJ,2628,1665,2084,15927,18011,169,321,11144,municipality,2010
3402369420,"South River borough, Middlesex County, New Jersey",34023,INJ,838,1216,2088,21498,23586,116,438,18890,municipality,2000
3402369420,"South River borough, Middlesex County, New Jersey",34023,INJ,584,737,1993,10400,12393,198,221,8660,municipality,2010
3402369810,"Spotswood borough, Middlesex County, New Jersey",34023,INJ,332,158,484,11750,12234,16,68,11176,municipality,2000
3402369810,"Spotswood borough, Middlesex County, New Jersey",34023,INJ,322,158,464,6052,6516,15,62,5495,municipality,2010
3402382000,"Woodbridge township, Middlesex County, New Jersey",34023,INJ,20976,12206,12496,138424,150920,476,2188,102578,municipality,2000
3402382000,"Woodbridge township, Middlesex County, New Jersey",34023,INJ,16624,6890,10965,67064,78029,304,1099,42147,municipality,2010
3402500000,"County subdivisions not defined, Monmouth County, New Jersey",34025,ONJ,0,0,0,0,0,0,0,0,municipality,2000
3402500000,"County subdivisions not defined, Monmouth County, New Jersey",34025,ONJ,0,0,0,0,0,0,0,0,municipality,2010
3402500070,"Aberdeen township, Monmouth County, New Jersey",34025,ONJ,1462,2866,1640,24730,26370,68,294,20040,municipality,2000
3402500070,"Aberdeen township, Monmouth County, New Jersey",34025,ONJ,901,1460,1320,12683,14003,59,128,10135,municipality,2010
3402500730,"Allenhurst borough, Monmouth County, New Jersey",34025,ONJ,6,8,24,1140,1164,4,6,1116,municipality,2000
