id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
3400352320,"North Arlington borough, Bergen County, New Jersey",34003,INJ,12784,13058,274,24890,1682,116,3210,27152,68,30362,410,24876,municipality,2000
3400352320,"North Arlington borough, Bergen County, New Jersey",34003,INJ,6295,6573,278,12684,1201,148,3211,12181,112,15392,153,10567,municipality,2010
3400353430,"Northvale borough, Bergen County, New Jersey",34003,INJ,3150,3192,42,6916,1252,64,422,8498,14,8920,62,7106,municipality,2000
3400353430,"Northvale borough, Bergen County, New Jersey",34003,INJ,1564,1635,71,3473,1110,46,378,4262,9,4640,58,3039,municipality,2010
3400353610,"Norwood borough, Bergen County, New Jersey",34003,INJ,3714,3776,62,8538,2184,96,344,11158,32,11502,134,8712,municipality,2000
3400353610,"Norwood borough, Bergen County, New Jersey",34003,INJ,1927,2007,80,4394,1551,64,260,5451,15,5711,55,3766,municipality,2010
3400353850,"Oakland borough, Bergen County, New Jersey",34003,INJ,8510,8690,180,18588,670,188,966,23966,34,24932,192,22882,municipality,2000
3400353850,"Oakland borough, Bergen County, New Jersey",34003,INJ,4335,4470,135,9442,532,104,681,12073,30,12754,134,11273,municipality,2010
3400354870,"Old Tappan borough, Bergen County, New Jersey",34003,INJ,3556,3608,52,8008,1714,60,302,10662,10,10964,54,8824,municipality,2000
3400354870,"Old Tappan borough, Bergen County, New Jersey",34003,INJ,1931,1995,64,4175,1276,40,288,5462,6,5750,68,4072,municipality,2010
3400354990,"Oradell borough, Bergen County, New Jersey",34003,INJ,5578,5666,88,12040,1298,68,498,15596,6,16094,130,14094,municipality,2000
3400354990,"Oradell borough, Bergen County, New Jersey",34003,INJ,2749,2831,82,5894,895,46,397,7581,12,7978,91,6537,municipality,2010
3400355770,"Palisades Park borough, Bergen County, New Jersey",34003,INJ,12494,12772,278,27522,14020,352,5626,28520,122,34146,690,13336,municipality,2000
3400355770,"Palisades Park borough, Bergen County, New Jersey",34003,INJ,6934,7362,428,16379,11312,283,3575,16047,78,19622,161,4213,municipality,2010
3400355950,"Paramus borough, Bergen County, New Jersey",34003,INJ,16164,16418,254,39510,8838,556,2506,48968,58,51474,650,38866,municipality,2000
3400355950,"Paramus borough, Bergen County, New Jersey",34003,INJ,8630,8915,285,20674,5850,335,1913,24429,81,26342,537,17626,municipality,2010
3400356130,"Park Ridge borough, Bergen County, New Jersey",34003,INJ,6322,6516,194,13328,672,134,926,16490,18,17416,110,15556,municipality,2000
3400356130,"Park Ridge borough, Bergen County, New Jersey",34003,INJ,3283,3428,145,6667,524,80,669,7976,21,8645,63,7288,municipality,2010
3400361680,"Ramsey borough, Bergen County, New Jersey",34003,INJ,10626,10800,174,20948,1666,220,840,27862,34,28702,250,25692,municipality,2000
3400361680,"Ramsey borough, Bergen County, New Jersey",34003,INJ,5363,5550,187,10627,959,90,866,13607,28,14473,139,12391,municipality,2010
3400362910,"Ridgefield borough, Bergen County, New Jersey",34003,INJ,8040,8240,200,16930,3762,142,2988,18672,74,21660,316,14378,municipality,2000
3400362910,"Ridgefield borough, Bergen County, New Jersey",34003,INJ,3905,4145,240,8651,3199,95,2362,8670,39,11032,122,5215,municipality,2010
3400362940,"Ridgefield Park village, Bergen County, New Jersey",34003,INJ,10024,10268,244,19990,2014,892,5726,20020,68,25746,370,16676,municipality,2000
3400362940,"Ridgefield Park village, Bergen County, New Jersey",34003,INJ,4851,5164,313,9935,1447,581,4605,8124,57,12729,157,5882,municipality,2010
3400363000,"Ridgewood village, Bergen County, New Jersey",34003,INJ,17206,17604,398,34922,4310,790,1884,47988,80,49872,480,42328,municipality,2000
3400363000,"Ridgewood village, Bergen County, New Jersey",34003,INJ,8456,8743,287,17306,3237,373,1316,23642,47,24958,424,19561,municipality,2010
3400363360,"River Edge borough, Bergen County, New Jersey",34003,INJ,8330,8420,90,16624,2756,216,1162,20730,36,21892,206,17516,municipality,2000
3400363360,"River Edge borough, Bergen County, New Jersey",34003,INJ,4134,4261,127,8396,2505,156,869,10471,24,11340,117,7669,municipality,2010
3400363690,"River Vale township, Bergen County, New Jersey",34003,INJ,6550,6624,74,13752,1112,100,608,18290,22,18898,116,16940,municipality,2000
3400363690,"River Vale township, Bergen County, New Jersey",34003,INJ,3421,3521,100,7086,809,64,481,9178,12,9659,107,8186,municipality,2010
3400363990,"Rochelle Park township, Bergen County, New Jersey",34003,INJ,4122,4222,100,8994,654,50,948,10108,10,11056,94,9300,municipality,2000
3400363990,"Rochelle Park township, Bergen County, New Jersey",34003,INJ,2087,2170,83,4524,481,147,904,4626,9,5530,71,3918,municipality,2010
3400364170,"Rockleigh borough, Bergen County, New Jersey",34003,INJ,148,160,12,576,30,26,38,744,2,782,14,672,municipality,2000
3400364170,"Rockleigh borough, Bergen County, New Jersey",34003,INJ,75,86,11,445,8,10,20,511,1,531,5,487,municipality,2010
3400365280,"Rutherford borough, Bergen County, New Jersey",34003,INJ,14110,14428,318,28698,4108,950,3110,33110,102,36220,558,27392,municipality,2000
3400365280,"Rutherford borough, Bergen County, New Jersey",34003,INJ,6949,7278,329,14272,2340,454,2543,15518,73,18061,353,12298,municipality,2010
3400365340,"Saddle Brook township, Bergen County, New Jersey",34003,INJ,10124,10322,198,20998,1222,324,1650,24660,50,26310,264,22800,municipality,2000
3400365340,"Saddle Brook township, Bergen County, New Jersey",34003,INJ,5286,5485,199,10906,1102,268,1666,11993,48,13659,157,10418,municipality,2010
3400365400,"Saddle River borough, Bergen County, New Jersey",34003,INJ,2236,2366,130,4964,458,48,164,6238,24,6402,86,5622,municipality,2000
3400365400,"Saddle River borough, Bergen County, New Jersey",34003,INJ,1216,1341,125,2487,291,60,162,2990,12,3152,57,2570,municipality,2010
3400368970,"South Hackensack township, Bergen County, New Jersey",34003,INJ,1622,1660,38,3614,258,94,678,3820,20,4498,52,3396,municipality,2000
3400368970,"South Hackensack township, Bergen County, New Jersey",34003,INJ,845,879,34,1856,121,98,792,1586,6,2378,35,1326,municipality,2010
3400372360,"Teaneck township, Bergen County, New Jersey",34003,INJ,26836,27438,602,58278,5582,21810,8206,70314,400,78520,2048,40474,municipality,2000
3400372360,"Teaneck township, Bergen County, New Jersey",34003,INJ,13470,14024,554,29823,3574,10266,6575,33201,218,39776,797,18346,municipality,2010
3400372420,"Tenafly borough, Bergen County, New Jersey",34003,INJ,9548,9794,246,19800,5258,244,1284,26328,80,27612,394,20352,municipality,2000
3400372420,"Tenafly borough, Bergen County, New Jersey",34003,INJ,4766,4980,214,9972,3794,123,776,13712,44,14488,276,9475,municipality,2010
3400372480,"Teterboro borough, Bergen County, New Jersey",34003,INJ,14,16,2,24,0,0,0,36,0,36,6,30,municipality,2000
3400372480,"Teterboro borough, Bergen County, New Jersey",34003,INJ,25,27,2,51,2,2,24,43,2,67,6,31,municipality,2010
3400375140,"Upper Saddle River borough, Bergen County, New Jersey",34003,INJ,4994,5120,126,10736,968,144,338,15144,30,15482,130,13872,municipality,2000
3400375140,"Upper Saddle River borough, Bergen County, New Jersey",34003,INJ,2639,2776,137,5693,822,108,355,7853,22,8208,92,6809,municipality,2010
3400376400,"Waldwick borough, Bergen County, New Jersey",34003,INJ,6856,6990,134,14340,868,114,1022,18222,20,19244,130,17090,municipality,2000
3400376400,"Waldwick borough, Bergen County, New Jersey",34003,INJ,3420,3537,117,7196,478,74,830,8795,17,9625,104,8122,municipality,2010
3400376490,"Wallington borough, Bergen County, New Jersey",34003,INJ,9504,9812,308,18902,1148,568,1552,21614,30,23166,402,19466,municipality,2000
3400376490,"Wallington borough, Bergen County, New Jersey",34003,INJ,4637,4946,309,9296,610,303,1225,10110,31,11335,118,9048,municipality,2010
3400377135,"Washington township, Bergen County, New Jersey",34003,INJ,6438,6490,52,13810,992,156,598,17278,40,17876,128,15962,municipality,2000
3400377135,"Washington township, Bergen County, New Jersey",34003,INJ,3261,3341,80,7015,581,93,495,8607,10,9102,84,7839,municipality,2010
3400380270,"Westwood borough, Bergen County, New Jersey",34003,INJ,8970,9220,250,17262,964,1248,1320,20678,62,21998,182,18222,municipality,2000
3400380270,"Westwood borough, Bergen County, New Jersey",34003,INJ,4438,4636,198,8521,802,466,1263,9645,10,10908,122,8245,municipality,2010
3400382300,"Woodcliff Lake borough, Bergen County, New Jersey",34003,INJ,3648,3684,36,8054,514,98,268,11222,2,11490,60,10548,municipality,2000
3400382300,"Woodcliff Lake borough, Bergen County, New Jersey",34003,INJ,1916,1980,64,4131,371,47,310,5420,8,5730,48,4946,municipality,2010
3400382570,"Wood-Ridge borough, Bergen County, New Jersey",34003,INJ,6048,6174,126,12042,764,122,1112,14176,18,15288,148,13124,municipality,2000
3400382570,"Wood-Ridge borough, Bergen County, New Jersey",34003,INJ,2939,3051,112,5986,538,95,1000,6626,24,7626,71,5898,municipality,2010
3400383050,"Wyckoff township, Bergen County, New Jersey",34003,INJ,11082,11276,194,23674,1222,146,752,32264,68,33016,204,30624,municipality,2000
3400383050,"Wyckoff township, Bergen County, New Jersey",34003,INJ,5646,5827,181,12081,705,81,737,15959,17,16696,151,15005,municipality,2010
3401304695,"Belleville township, Essex County, New Jersey",34013,INJ,27462,28288,826,56164,8048,3416,17014,54842,370,71856,1670,41338,municipality,2000
3401304695,"Belleville township, Essex County, New Jersey",34013,INJ,13395,14327,932,28146,4251,2794,14133,21793,361,35926,519,13868,municipality,2010
3401306260,"Bloomfield township, Essex County, New Jersey",34013,INJ,38034,39016,982,75288,7960,10664,13802,81564,754,95366,2114,60072,municipality,2000
3401306260,"Bloomfield township, Essex County, New Jersey",34013,INJ,18387,19470,1083,37306,3846,8092,11606,35709,523,47315,957,22291,municipality,2010
3401309250,"Caldwell borough, Essex County, New Jersey",34013,INJ,6622,6792,170,12430,616,330,704,14464,36,15168,110,13372,municipality,2000
3401309250,"Caldwell borough, Essex County, New Jersey",34013,INJ,3359,3510,151,6375,366,233,786,7036,18,7822,113,6306,municipality,2010
3401311200,"Cedar Grove township, Essex County, New Jersey",34013,INJ,8806,8940,134,19868,1332,728,786,23814,26,24600,174,21554,municipality,2000
3401311200,"Cedar Grove township, Essex County, New Jersey",34013,INJ,4523,4661,138,9909,800,294,727,11684,17,12411,98,10475,municipality,2010
3401313045,"City of Orange township, Essex County, New Jersey",34013,INJ,23770,25330,1560,47520,828,48636,8194,57542,528,65736,2546,5004,municipality,2000
3401313045,"City of Orange township, Essex County, New Jersey",34013,INJ,11202,12222,1020,22615,448,21067,6531,23603,286,30134,445,1357,municipality,2010
3401319390,"East Orange city, Essex County, New Jersey",34013,INJ,52048,56970,4922,100376,588,123208,6568,133080,910,139648,4626,3748,municipality,2000
3401319390,"East Orange city, Essex County, New Jersey",34013,INJ,24945,28803,3858,47776,436,55702,5095,59175,550,64270,1065,1422,municipality,2010
3401321840,"Essex Fells borough, Essex County, New Jersey",34013,INJ,1474,1522,48,3040,44,20,52,4272,8,4324,52,4148,municipality,2000
3401321840,"Essex Fells borough, Essex County, New Jersey",34013,INJ,728,758,30,1481,43,20,42,2071,1,2113,31,1976,municipality,2010
3401322385,"Fairfield township, Essex County, New Jersey",34013,INJ,4592,4652,60,11012,398,72,488,13638,16,14126,64,13088,municipality,2000
3401322385,"Fairfield township, Essex County, New Jersey",34013,INJ,2645,2723,78,5780,183,46,384,7082,3,7466,50,6800,municipality,2010
3401326610,"Glen Ridge borough, Essex County, New Jersey",34013,INJ,4916,4980,64,10078,482,684,502,14040,58,14542,146,12670,municipality,2000
3401326610,"Glen Ridge borough, Essex County, New Jersey",34013,INJ,2476,2541,65,5102,348,356,377,7150,29,7527,164,6253,municipality,2010
3401334450,"Irvington township, Essex County, New Jersey",34013,INJ,44064,48232,4168,87382,1322,97704,10172,111218,734,121390,4528,6930,municipality,2000
3401334450,"Irvington township, Essex County, New Jersey",34013,INJ,20093,23196,3103,40235,462,45285,5716,48210,336,53926,698,1429,municipality,2010
3401340890,"Livingston township, Essex County, New Jersey",34013,INJ,18600,18914,314,40214,7928,650,1390,53392,96,54782,418,44300,municipality,2000
3401340890,"Livingston township, Essex County, New Jersey",34013,INJ,9990,10284,294,21433,5609,632,1192,28174,57,29366,341,21535,municipality,2010
3401343800,"Maplewood township, Essex County, New Jersey",34013,INJ,16904,17230,326,34350,1320,15288,2496,45240,256,47736,1612,26764,municipality,2000
3401343800,"Maplewood township, Essex County, New Jersey",34013,INJ,8240,8608,368,17109,722,8189,1595,22272,131,23867,645,12585,municipality,2010
3401346380,"Millburn township, Essex County, New Jersey",34013,INJ,14030,14316,286,27578,3316,424,808,38722,80,39530,378,34524,municipality,2000
3401346380,"Millburn township, Essex County, New Jersey",34013,INJ,6813,7106,293,13647,3149,303,703,19446,32,20149,375,15587,municipality,2010
3401347500,"Montclair township, Essex County, New Jersey",34013,INJ,30040,31062,1022,58026,2428,24388,3990,73964,578,77954,2034,44536,municipality,2000
3401347500,"Montclair township, Essex County, New Jersey",34013,INJ,15089,15911,822,28072,1416,9902,2810,34859,284,37669,1337,21920,municipality,2010
3401351000,"Newark city, Essex County, New Jersey",34013,INJ,182764,200282,17518,394254,6276,284166,161244,385848,5264,547092,12242,77900,municipality,2000
3401351000,"Newark city, Essex County, New Jersey",34013,INJ,94542,109520,14978,206253,4318,138074,93746,183394,4680,277140,4200,32122,municipality,2010
3401352620,"North Caldwell borough, Essex County, New Jersey",34013,INJ,4140,4216,76,11346,694,2106,318,14432,12,14750,112,11508,municipality,2000
3401352620,"North Caldwell borough, Essex County, New Jersey",34013,INJ,2092,2134,42,4498,350,41,260,5923,1,6183,58,5473,municipality,2010
3401353680,"Nutley township, Essex County, New Jersey",34013,INJ,21768,22236,468,42792,3868,968,3660,51064,138,54724,500,45590,municipality,2000
3401353680,"Nutley township, Essex County, New Jersey",34013,INJ,11314,11789,475,22492,2789,541,3354,25016,97,28370,393,21196,municipality,2010
3401364590,"Roseland borough, Essex County, New Jersey",34013,INJ,4284,4374,90,8414,500,76,242,10354,16,10596,68,9694,municipality,2000
3401364590,"Roseland borough, Essex County, New Jersey",34013,INJ,2345,2432,87,4598,333,101,262,5557,11,5819,44,5068,municipality,2010
3401369274,"South Orange Village township, Essex County, New Jersey",34013,INJ,11044,11342,298,26374,1318,10300,1674,32254,144,33928,750,19742,municipality,2000
3401369274,"South Orange Village township, Essex County, New Jersey",34013,INJ,5516,5815,299,12483,829,4484,993,15205,110,16198,551,9231,municipality,2010
3401375815,"Verona township, Essex County, New Jersey",34013,INJ,11170,11438,268,20980,914,394,934,26132,40,27066,264,24520,municipality,2000
3401375815,"Verona township, Essex County, New Jersey",34013,INJ,5315,5523,208,10238,535,239,795,12537,30,13332,164,11569,municipality,2010
3401378510,"West Caldwell township, Essex County, New Jersey",34013,INJ,7980,8088,108,16926,864,200,628,21838,34,22466,140,20600,municipality,2000
3401378510,"West Caldwell township, Essex County, New Jersey",34013,INJ,3913,4009,96,8239,418,122,523,10236,19,10759,103,9574,municipality,2010
3401379800,"West Orange township, Essex County, New Jersey",34013,INJ,32960,33802,842,68954,7238,15344,9028,80858,342,89886,2120,55814,municipality,2000
3401379800,"West Orange township, Essex County, New Jersey",34013,INJ,16790,17612,822,35264,3641,11841,7487,38720,231,46207,867,22140,municipality,2010
3401703580,"Bayonne city, Hudson County, New Jersey",34017,INJ,51090,53652,2562,96340,5058,6196,22030,101654,446,123684,3520,86434,municipality,2000
3401703580,"Bayonne city, Hudson County, New Jersey",34017,INJ,25237,27799,2562,48862,4803,4730,16251,46773,310,63024,1109,35821,municipality,2010
3401719360,"East Newark borough, Hudson County, New Jersey",34017,INJ,1534,1598,64,3522,118,44,2260,2494,92,4754,124,2116,municipality,2000
3401719360,"East Newark borough, Hudson County, New Jersey",34017,INJ,759,794,35,1877,188,17,1477,929,32,2406,24,668,municipality,2010
3401728650,"Guttenberg town, Hudson County, New Jersey",34017,INJ,8986,9300,314,17040,1558,614,11742,9872,94,21614,636,6970,municipality,2000
3401728650,"Guttenberg town, Hudson County, New Jersey",34017,INJ,4473,4839,366,8881,803,330,7245,3931,69,11176,107,2622,municipality,2010
3401730210,"Harrison town, Hudson County, New Jersey",34017,INJ,10272,10508,236,22640,3400,174,10666,18182,448,28848,648,13512,municipality,2000
3401730210,"Harrison town, Hudson County, New Jersey",34017,INJ,4869,5228,359,10789,2198,173,6017,7603,242,13620,172,4818,municipality,2010
3401732250,"Hoboken city, Hudson County, New Jersey",34017,INJ,38836,39830,994,69086,3296,2598,15566,61588,196,77154,1106,54392,municipality,2000
3401732250,"Hoboken city, Hudson County, New Jersey",34017,INJ,25041,26855,1814,43892,3516,1289,7602,42403,161,50005,830,36607,municipality,2010
3401736000,"Jersey City city, Hudson County, New Jersey",34017,INJ,177264,187296,10032,361304,77246,128778,135904,344206,5758,480110,18952,113472,municipality,2000
3401736000,"Jersey City city, Hudson County, New Jersey",34017,INJ,96859,108720,11861,195249,58106,59060,68256,179341,3104,247597,5835,53236,municipality,2010
3401736510,"Kearny town, Hudson County, New Jersey",34017,INJ,27078,27744,666,63628,4412,2884,22150,58876,850,81026,1880,48850,municipality,2000
3401736510,"Kearny town, Hudson County, New Jersey",34017,INJ,13462,14180,718,32253,1746,1721,16253,24431,588,40684,560,19816,municipality,2010
3401752470,"North Bergen township, Hudson County, New Jersey",34017,INJ,42472,44018,1546,89774,7422,1800,66520,49664,646,116184,2942,36854,municipality,2000
3401752470,"North Bergen township, Hudson County, New Jersey",34017,INJ,22062,23912,1850,47710,3835,1065,41569,19204,311,60773,623,13370,municipality,2010
3401766570,"Secaucus town, Hudson County, New Jersey",34017,INJ,12428,12770,342,25732,3748,1302,3906,27956,78,31862,484,22344,municipality,2000
3401766570,"Secaucus town, Hudson County, New Jersey",34017,INJ,6297,6846,549,13125,3269,575,3025,13239,57,16264,247,9091,municipality,2010
3401774630,"Union City city, Hudson County, New Jersey",34017,INJ,45744,47482,1738,100234,2666,1750,110452,23724,490,134176,1038,17780,municipality,2000
3401774630,"Union City city, Hudson County, New Jersey",34017,INJ,22814,24931,2117,50692,1447,1070,56291,10164,268,66455,339,7040,municipality,2010
3401777930,"Weehawken township, Hudson County, New Jersey",34017,INJ,11950,12318,368,22530,1232,624,10974,16028,140,27002,500,13532,municipality,2000
3401777930,"Weehawken township, Hudson County, New Jersey",34017,INJ,5712,6213,501,10510,1010,412,5055,7499,51,12554,176,5850,municipality,2010
3401779610,"West New York town, Hudson County, New Jersey",34017,INJ,33438,34720,1282,71124,2584,1316,72076,19460,298,91536,1086,14176,municipality,2000
3401779610,"West New York town, Hudson County, New Jersey",34017,INJ,18852,20018,1166,39264,2904,873,38812,10896,169,49708,379,6571,municipality,2010
3401900550,"Alexandria township, Hunterdon County, New Jersey",34019,ONJ,3070,3196,126,6756,68,72,162,9234,22,9396,54,9018,municipality,2000
3401900550,"Alexandria township, Hunterdon County, New Jersey",34019,ONJ,1758,1865,107,3677,90,98,159,4779,12,4938,29,4550,municipality,2010
3401905650,"Bethlehem township, Hunterdon County, New Jersey",34019,ONJ,2532,2606,74,5386,78,62,124,7516,12,7640,24,7340,municipality,2000
3401905650,"Bethlehem township, Hunterdon County, New Jersey",34019,ONJ,1344,1386,42,2879,75,39,160,3819,7,3979,28,3670,municipality,2010
3401906370,"Bloomsbury borough, Hunterdon County, New Jersey",34019,ONJ,644,684,40,1244,6,6,26,1746,4,1772,8,1722,municipality,2000
3401906370,"Bloomsbury borough, Hunterdon County, New Jersey",34019,ONJ,337,358,21,635,16,9,35,835,0,870,11,799,municipality,2010
3401909280,"Califon borough, Hunterdon County, New Jersey",34019,ONJ,802,820,18,1544,16,0,10,2100,0,2110,12,2072,municipality,2000
3401909280,"Califon borough, Hunterdon County, New Jersey",34019,ONJ,394,419,25,773,9,3,14,1062,1,1076,26,1023,municipality,2010
3401913720,"Clinton town, Hunterdon County, New Jersey",34019,ONJ,2136,2190,54,3876,196,70,216,5048,30,5264,42,4710,municipality,2000
3401913720,"Clinton town, Hunterdon County, New Jersey",34019,ONJ,1057,1098,41,2013,181,36,169,2550,3,2719,31,2299,municipality,2010
3401913750,"Clinton township, Hunterdon County, New Jersey",34019,ONJ,8258,8468,210,19118,606,1716,1014,24900,96,25914,202,22280,municipality,2000
3401913750,"Clinton township, Hunterdon County, New Jersey",34019,ONJ,4568,4737,169,10236,523,734,755,12723,56,13478,171,11239,municipality,2010
3401917170,"Delaware township, Hunterdon County, New Jersey",34019,ONJ,3286,3402,116,6858,92,36,102,8854,12,8956,30,8684,municipality,2000
3401917170,"Delaware township, Hunterdon County, New Jersey",34019,ONJ,1788,1927,139,3648,41,26,112,4451,7,4563,53,4324,municipality,2010
3401918820,"East Amwell township, Hunterdon County, New Jersey",34019,ONJ,3162,3248,86,6656,82,64,136,8774,10,8910,62,8556,municipality,2000
3401918820,"East Amwell township, Hunterdon County, New Jersey",34019,ONJ,1518,1580,62,3130,57,50,113,3900,5,4013,28,3760,municipality,2010
3401923700,"Flemington borough, Hunterdon County, New Jersey",34019,ONJ,3608,3752,144,6534,262,254,922,7478,48,8400,98,6816,municipality,2000
3401923700,"Flemington borough, Hunterdon County, New Jersey",34019,ONJ,1815,1926,111,3559,257,159,1198,3383,22,4581,82,2863,municipality,2010
3401924870,"Franklin township, Hunterdon County, New Jersey",34019,ONJ,2182,2250,68,4488,46,24,134,5846,10,5980,32,5734,municipality,2000
3401924870,"Franklin township, Hunterdon County, New Jersey",34019,ONJ,1137,1204,67,2407,37,18,110,3085,12,3195,10,3008,municipality,2010
3401925350,"Frenchtown borough, Hunterdon County, New Jersey",34019,ONJ,1226,1260,34,2306,36,12,78,2898,6,2976,18,2826,municipality,2000
3401925350,"Frenchtown borough, Hunterdon County, New Jersey",34019,ONJ,596,656,60,1086,13,10,70,1303,1,1373,11,1268,municipality,2010
3401926550,"Glen Gardner borough, Hunterdon County, New Jersey",34019,ONJ,1610,1658,48,2842,56,34,130,3674,14,3804,32,3538,municipality,2000
3401926550,"Glen Gardner borough, Hunterdon County, New Jersey",34019,ONJ,768,825,57,1341,31,28,90,1614,1,1704,20,1534,municipality,2010
3401929460,"Hampton borough, Hunterdon County, New Jersey",34019,ONJ,1118,1148,30,2296,30,146,88,3004,6,3092,52,2770,municipality,2000
3401929460,"Hampton borough, Hunterdon County, New Jersey",34019,ONJ,570,612,42,1099,26,32,75,1326,7,1401,14,1247,municipality,2010
3401931320,"High Bridge borough, Hunterdon County, New Jersey",34019,ONJ,2856,2956,100,5464,108,58,160,7392,26,7552,42,7158,municipality,2000
3401931320,"High Bridge borough, Hunterdon County, New Jersey",34019,ONJ,1418,1481,63,2763,114,47,219,3429,4,3648,37,3227,municipality,2010
3401932460,"Holland township, Hunterdon County, New Jersey",34019,ONJ,3762,3884,122,7712,44,44,174,10074,18,10248,52,9916,municipality,2000
3401932460,"Holland township, Hunterdon County, New Jersey",34019,ONJ,1972,2066,94,4015,41,29,142,5149,9,5291,24,5046,municipality,2010
3401937065,"Kingwood township, Hunterdon County, New Jersey",34019,ONJ,2680,2844,164,5500,58,46,140,7424,8,7564,42,7270,municipality,2000
3401937065,"Kingwood township, Hunterdon County, New Jersey",34019,ONJ,1446,1569,123,2957,41,23,92,3753,7,3845,41,3641,municipality,2010
3401938610,"Lambertville city, Hunterdon County, New Jersey",34019,ONJ,3720,3922,202,6548,64,148,240,7496,26,7736,68,7190,municipality,2000
3401938610,"Lambertville city, Hunterdon County, New Jersey",34019,ONJ,1958,2075,117,3372,51,70,381,3525,4,3906,31,3369,municipality,2010
3401939630,"Lebanon borough, Hunterdon County, New Jersey",34019,ONJ,916,954,38,1616,66,14,44,2086,4,2130,6,1996,municipality,2000
3401939630,"Lebanon borough, Hunterdon County, New Jersey",34019,ONJ,602,664,62,1072,71,22,68,1290,6,1358,20,1171,municipality,2010
3401939660,"Lebanon township, Hunterdon County, New Jersey",34019,ONJ,3926,4040,114,8664,106,90,200,11432,14,11632,72,11150,municipality,2000
3401939660,"Lebanon township, Hunterdon County, New Jersey",34019,ONJ,2296,2439,143,5097,97,107,205,6383,27,6588,56,6096,municipality,2010
3401946260,"Milford borough, Hunterdon County, New Jersey",34019,ONJ,938,968,30,1784,10,4,48,2342,2,2390,12,2314,municipality,2000
3401946260,"Milford borough, Hunterdon County, New Jersey",34019,ONJ,520,552,32,979,12,3,27,1206,3,1233,11,1177,municipality,2010
3401961920,"Raritan township, Hunterdon County, New Jersey",34019,ONJ,13878,14188,310,28020,1384,474,1104,38514,60,39618,426,36170,municipality,2000
3401961920,"Raritan township, Hunterdon County, New Jersey",34019,ONJ,8056,8288,232,16380,1315,438,1138,21047,35,22185,266,18993,municipality,2010
3401962250,"Readington township, Hunterdon County, New Jersey",34019,ONJ,11352,11588,236,23236,810,236,648,30958,44,31606,254,29614,municipality,2000
3401962250,"Readington township, Hunterdon County, New Jersey",34019,ONJ,5971,6191,220,12076,578,205,633,15493,25,16126,155,14530,municipality,2010
3401970980,"Stockton borough, Hunterdon County, New Jersey",34019,ONJ,492,516,24,882,10,0,6,1114,0,1120,2,1102,municipality,2000
3401970980,"Stockton borough, Hunterdon County, New Jersey",34019,ONJ,237,259,22,433,5,0,3,535,0,538,3,527,municipality,2010
3401972510,"Tewksbury township, Hunterdon County, New Jersey",34019,ONJ,3972,4104,132,8182,204,54,170,10912,18,11082,46,10590,municipality,2000
3401972510,"Tewksbury township, Hunterdon County, New Jersey",34019,ONJ,2189,2323,134,4476,175,48,209,5784,13,5993,65,5483,municipality,2010
3401974420,"Union township, Hunterdon County, New Jersey",34019,ONJ,3332,3450,118,9960,194,1582,632,11688,28,12320,118,9766,municipality,2000
3401974420,"Union township, Hunterdon County, New Jersey",34019,ONJ,1752,1830,78,4822,244,502,359,5549,18,5908,79,4706,municipality,2010
3401978230,"West Amwell township, Hunterdon County, New Jersey",34019,ONJ,1898,1968,70,3758,32,30,34,4732,4,4766,22,4644,municipality,2000
3401978230,"West Amwell township, Hunterdon County, New Jersey",34019,ONJ,1102,1157,55,3207,55,497,186,3654,5,3840,40,3057,municipality,2010
3402119780,"East Windsor township, Mercer County, New Jersey",34021,ONJ,18896,19760,864,37870,4730,4244,7118,42720,204,49838,676,32866,municipality,2000
3402119780,"East Windsor township, Mercer County, New Jersey",34021,ONJ,10224,10851,627,20618,4786,2220,5340,21850,110,27190,433,14301,municipality,2010
3402122185,"Ewing township, Mercer County, New Jersey",34021,ONJ,25102,25848,746,58526,1610,17414,3172,68242,204,71414,1078,47936,municipality,2000
3402122185,"Ewing township, Mercer County, New Jersey",34021,ONJ,13171,13926,755,29946,1520,9586,2727,33063,142,35790,627,21188,municipality,2010
3402129310,"Hamilton township, Mercer County, New Jersey",34021,ONJ,67046,69070,2024,133818,4452,13814,8942,165276,424,174218,2350,144236,municipality,2000
3402129310,"Hamilton township, Mercer County, New Jersey",34021,ONJ,34534,36170,1636,69740,2890,10042,9613,78851,245,88464,1144,64530,municipality,2010
3402131620,"Hightstown borough, Mercer County, New Jersey",34021,ONJ,4002,4162,160,8084,238,846,2092,8340,50,10432,172,7034,municipality,2000
3402131620,"Hightstown borough, Mercer County, New Jersey",34021,ONJ,1976,2108,132,4181,218,413,1664,3830,22,5494,89,3088,municipality,2010
3402133150,"Hopewell borough, Mercer County, New Jersey",34021,ONJ,1626,1672,46,3006,40,44,94,3976,26,4070,26,3840,municipality,2000
3402133150,"Hopewell borough, Mercer County, New Jersey",34021,ONJ,778,817,39,1460,13,29,71,1851,7,1922,16,1786,municipality,2010
3402133180,"Hopewell township, Mercer County, New Jersey",34021,ONJ,10996,11258,262,23666,1278,1810,790,31420,96,32210,280,27956,municipality,2000
3402133180,"Hopewell township, Mercer County, New Jersey",34021,ONJ,6282,6551,269,12728,1532,354,573,16731,33,17304,261,14551,municipality,2010
