0,stco,NAME,H001001,H001001,H003002,H003002,H003003,H003003
396,13013,"Barrow County, Georgia",17304,26400,16354,23971,950,2429
397,13015,"Bartow County, Georgia",28751,39823,27176,35782,1575,4041
398,13017,"Ben Hill County, Georgia",7623,7942,6673,6794,950,1148
399,13019,"Berrien County, Georgia",7100,8709,6261,7443,839,1266
400,13021,"Bibb County, Georgia",67194,69662,59667,60295,7527,9367
401,13023,"Bleckley County, Georgia",4866,5304,4372,4660,494,644
402,13025,"Brantley County, Georgia",6490,8086,5436,6885,1054,1201
403,13027,"Brooks County, Georgia",7118,7706,6155,6457,963,1249
404,13029,"Bryan County, Georgia",8675,11842,8089,10738,586,1104
405,13031,"Bulloch County, Georgia",22742,28794,20743,25575,1999,3219
406,13033,"Burke County, Georgia",8842,9865,7934,8533,908,1332
407,13035,"Butts County, Georgia",7380,9357,6455,7881,925,1476
408,13037,"Calhoun County, Georgia",2305,2409,1962,2002,343,407
409,13039,"Camden County, Georgia",16958,21114,14705,18047,2253,3067
410,13043,"Candler County, Georgia",3893,4761,3375,4041,518,720
411,13045,"Carroll County, Georgia",34067,44607,31568,39187,2499,5420
412,13047,"Catoosa County, Georgia",21794,26606,20425,24475,1369,2131
413,13049,"Charlton County, Georgia",3859,4475,3342,3927,517,548
414,13051,"Chatham County, Georgia",99683,119323,89865,103038,9818,16285
415,13053,"Chattahoochee County, Georgia",3316,3376,2932,2686,384,690
416,13055,"Chattooga County, Georgia",10677,10977,9577,9548,1100,1429
417,13057,"Cherokee County, Georgia",51937,82360,49495,75936,2442,6424
418,13059,"Clarke County, Georgia",42126,51068,39706,45414,2420,5654
419,13061,"Clay County, Georgia",1925,2102,1347,1331,578,771
420,13063,"Clayton County, Georgia",86461,104705,82243,90633,4218,14072
421,13065,"Clinch County, Georgia",2837,3007,2512,2572,325,435
422,13067,"Cobb County, Georgia",237522,286490,227487,260056,10035,26434
423,13069,"Coffee County, Georgia",15610,17061,13354,14817,2256,2244
424,13071,"Colquitt County, Georgia",17554,18311,15495,16317,2059,1994
425,13073,"Columbia County, Georgia",33321,48626,31120,44898,2201,3728
426,13075,"Cook County, Georgia",6558,7287,5882,6339,676,948
427,13077,"Coweta County, Georgia",33182,50171,31442,45673,1740,4498
428,13079,"Crawford County, Georgia",4872,5292,4461,4822,411,470
429,13081,"Crisp County, Georgia",9559,10734,8337,9079,1222,1655
430,13083,"Dade County, Georgia",6224,7305,5633,6291,591,1014
431,13085,"Dawson County, Georgia",7163,10425,6069,8433,1094,1992
432,13087,"Decatur County, Georgia",11968,12125,10380,10390,1588,1735
433,13089,"DeKalb County, Georgia",261231,304968,249339,271809,11892,33159
434,13091,"Dodge County, Georgia",8186,9857,7062,8177,1124,1680
435,13093,"Dooly County, Georgia",4499,6328,3909,5286,590,1042
436,13095,"Dougherty County, Georgia",39656,40801,35552,36508,4104,4293
437,13097,"Douglas County, Georgia",34825,51672,32822,46624,2003,5048
438,13099,"Early County, Georgia",5338,4975,4695,4228,643,747
439,13101,"Echols County, Georgia",1482,1558,1264,1329,218,229
440,13103,"Effingham County, Georgia",14169,19884,13151,18092,1018,1792
441,13105,"Elbert County, Georgia",9136,9583,8004,8063,1132,1520
442,13107,"Emanuel County, Georgia",9419,9968,8045,8430,1374,1538
443,13109,"Evans County, Georgia",4381,4664,3778,4033,603,631
444,13111,"Fannin County, Georgia",11134,16207,8369,10187,2765,6020
445,13113,"Fayette County, Georgia",32726,40793,31524,38167,1202,2626
446,13115,"Floyd County, Georgia",36615,40551,34028,35930,2587,4621
447,13117,"Forsyth County, Georgia",36505,64052,34565,59433,1940,4619
448,13119,"Franklin County, Georgia",9303,10553,7888,8540,1415,2013
449,13121,"Fulton County, Georgia",348632,437105,321242,376377,27390,60728
450,13123,"Gilmer County, Georgia",11924,16564,9071,11314,2853,5250
451,13125,"Glascock County, Georgia",1192,1519,1004,1162,188,357
452,13127,"Glynn County, Georgia",32636,40716,27208,31774,5428,8942
453,13129,"Gordon County, Georgia",17145,22278,16173,19715,972,2563
454,13131,"Grady County, Georgia",9991,10760,8797,9418,1194,1342
455,13133,"Greene County, Georgia",6653,8688,5477,6519,1176,2169
456,13135,"Gwinnett County, Georgia",209682,291547,202317,268519,7365,23028
457,13137,"Habersham County, Georgia",14634,18146,13259,15472,1375,2674
458,13139,"Hall County, Georgia",51046,68825,47381,60691,3665,8134
459,13141,"Hancock County, Georgia",4287,5360,3237,3341,1050,2019
460,13143,"Haralson County, Georgia",10719,12287,9826,10757,893,1530
461,13145,"Harris County, Georgia",10288,13397,8822,11823,1466,1574
462,13147,"Hart County, Georgia",11111,13007,9106,10121,2005,2886
463,13149,"Heard County, Georgia",4512,5148,4043,4400,469,748
464,13151,"Henry County, Georgia",43166,76533,41373,70255,1793,6278
465,13153,"Houston County, Georgia",44509,58325,40911,53051,3598,5274
466,13155,"Irwin County, Georgia",4149,4033,3644,3495,505,538
467,13157,"Jackson County, Georgia",16226,23752,15057,21343,1169,2409
468,13159,"Jasper County, Georgia",4806,6153,4175,5044,631,1109
469,13161,"Jeff Davis County, Georgia",5581,6488,4828,5689,753,799
470,13163,"Jefferson County, Georgia",7221,7298,6339,6241,882,1057
471,13165,"Jenkins County, Georgia",3907,4221,3214,3192,693,1029
472,13167,"Johnson County, Georgia",3634,4120,3130,3347,504,773
473,13169,"Jones County, Georgia",9272,11688,8659,10586,613,1102
474,13171,"Lamar County, Georgia",6145,7474,5712,6618,433,856
475,13173,"Lanier County, Georgia",3011,4249,2593,3608,418,641
476,13175,"Laurens County, Georgia",19687,21368,17083,18641,2604,2727
477,13177,"Lee County, Georgia",8813,10276,8229,9706,584,570
478,13179,"Liberty County, Georgia",21977,26731,19383,22155,2594,4576
479,13181,"Lincoln County, Georgia",4514,4786,3251,3281,1263,1505
480,13183,"Long County, Georgia",4232,6039,3574,5023,658,1016
481,13185,"Lowndes County, Georgia",36551,43921,32654,39747,3897,4174
482,13187,"Lumpkin County, Georgia",8263,12925,7537,10989,726,1936
483,13189,"McDuffie County, Georgia",8916,9319,7970,8289,946,1030
484,13191,"McIntosh County, Georgia",5735,9220,4202,5971,1533,3249
485,13193,"Macon County, Georgia",5495,6136,4834,4999,661,1137
486,13195,"Madison County, Georgia",10520,11784,9800,10508,720,1276
487,13197,"Marion County, Georgia",3130,4156,2668,3420,462,736
488,13199,"Meriwether County, Georgia",9211,9957,8248,8522,963,1435
489,13201,"Miller County, Georgia",2770,2791,2487,2426,283,365
490,13205,"Mitchell County, Georgia",8880,8996,8063,8055,817,941
491,13207,"Monroe County, Georgia",8425,10710,7719,9662,706,1048
492,13209,"Montgomery County, Georgia",3492,3921,2919,3287,573,634
493,13211,"Morgan County, Georgia",6128,7472,5558,6660,570,812
494,13213,"Murray County, Georgia",14320,15979,13286,14080,1034,1899
495,13215,"Muscogee County, Georgia",76182,82690,69819,74081,6363,8609
496,13217,"Newton County, Georgia",23033,38342,21997,34390,1036,3952
497,13219,"Oconee County, Georgia",9528,12383,9051,11622,477,761
498,13221,"Oglethorpe County, Georgia",5368,6484,4849,5647,519,837
499,13223,"Paulding County, Georgia",29274,52130,28089,48105,1185,4025
500,13225,"Peach County, Georgia",9093,11050,8436,9958,657,1092
501,13227,"Pickens County, Georgia",10687,13692,8960,11291,1727,2401
502,13229,"Pierce County, Georgia",6719,7986,5958,7083,761,903
503,13231,"Pike County, Georgia",5068,6820,4755,6187,313,633
504,13233,"Polk County, Georgia",15059,16908,14012,15092,1047,1816
505,13235,"Pulaski County, Georgia",3944,5151,3407,4475,537,676
506,13237,"Putnam County, Georgia",10319,12804,7402,8601,2917,4203
507,13239,"Quitman County, Georgia",1773,2047,1047,1053,726,994
508,13241,"Rabun County, Georgia",10210,12313,6279,6780,3931,5533
509,13243,"Randolph County, Georgia",3402,4153,2909,3187,493,966
510,13245,"Richmond County, Georgia",82312,86331,73920,76924,8392,9407
511,13247,"Rockdale County, Georgia",25082,33272,24052,30027,1030,3245
512,13249,"Schley County, Georgia",1612,2208,1435,1872,177,336
513,13251,"Screven County, Georgia",6853,6739,5797,5596,1056,1143
514,13253,"Seminole County, Georgia",4742,4797,3573,3509,1169,1288
515,13255,"Spalding County, Georgia",23001,26777,21519,23565,1482,3212
516,13257,"Stephens County, Georgia",11652,12662,9951,10289,1701,2373
517,13259,"Stewart County, Georgia",2354,2383,2007,1862,347,521
518,13261,"Sumter County, Georgia",13700,13909,12025,12123,1675,1786
519,13263,"Talbot County, Georgia",2871,3399,2538,2832,333,567
520,13265,"Taliaferro County, Georgia",1085,1015,870,759,215,256
521,13267,"Tattnall County, Georgia",8578,9966,7057,8210,1521,1756
522,13269,"Taylor County, Georgia",3978,4563,3281,3522,697,1041
523,13271,"Telfair County, Georgia",5083,7297,4140,5543,943,1754
524,13273,"Terrell County, Georgia",4460,4080,4002,3519,458,561
525,13275,"Thomas County, Georgia",18285,20177,16309,17573,1976,2604
526,13277,"Tift County, Georgia",15411,16434,13919,14836,1492,1598
527,13279,"Toombs County, Georgia",11371,12144,9877,10375,1494,1769
528,13281,"Towns County, Georgia",6282,7731,3998,4510,2284,3221
529,13283,"Treutlen County, Georgia",2865,2992,2531,2543,334,449
530,13285,"Troup County, Georgia",23824,28046,21920,24828,1904,3218
531,13287,"Turner County, Georgia",3916,3841,3435,3339,481,502
532,13289,"Twiggs County, Georgia",4291,4235,3832,3634,459,601
533,13291,"Union County, Georgia",10001,14052,7159,9116,2842,4936
534,13293,"Upson County, Georgia",11616,12161,10722,10716,894,1445
535,13295,"Walker County, Georgia",25577,30100,23605,26497,1972,3603
536,13297,"Walton County, Georgia",22500,32435,21307,29583,1193,2852
537,13299,"Ware County, Georgia",15831,16326,13475,13654,2356,2672
538,13301,"Warren County, Georgia",2767,2985,2435,2315,332,670
539,13303,"Washington County, Georgia",8327,9047,7435,7547,892,1500
540,13305,"Wayne County, Georgia",10827,12199,9324,10562,1503,1637
541,13307,"Webster County, Georgia",1115,1523,911,1119,204,404
542,13309,"Wheeler County, Georgia",2447,2625,2011,2152,436,473
543,13311,"White County, Georgia",9454,16062,7731,10646,1723,5416
544,13313,"Whitfield County, Georgia",30722,39899,29385,35180,1337,4719
545,13315,"Wilcox County, Georgia",3320,3510,2785,2891,535,619
546,13317,"Wilkes County, Georgia",5022,5158,4314,4263,708,895
547,13319,"Wilkinson County, Georgia",4449,4487,3827,3666,622,821
548,13321,"Worth County, Georgia",9086,9251,8106,8214,980,1037
549,15001,"Hawaii County, Hawaii",62674,82324,52985,67096,9689,15228
550,15003,"Honolulu County, Hawaii",315988,336899,286450,311047,29538,25852
551,15005,"Kalawao County, Hawaii",172,113,115,69,57,44
552,15007,"Kauai County, Hawaii",25331,29793,20183,23240,5148,6553
553,15009,"Maui County, Hawaii",56377,70379,43507,53886,12870,16493
554,16001,"Ada County, Idaho",118516,159471,113408,148445,5108,11026
555,16003,"Adams County, Idaho",1982,2636,1421,1748,561,888
556,16005,"Bannock County, Idaho",29102,33191,27192,30682,1910,2509
557,16007,"Bear Lake County, Idaho",3268,3914,2259,2281,1009,1633
558,16009,"Benewah County, Idaho",4238,4629,3580,3837,658,792
559,16011,"Bingham County, Idaho",14303,16141,13317,14999,986,1142
560,16013,"Blaine County, Idaho",12186,15050,7780,8823,4406,6227
561,16015,"Boise County, Idaho",4349,5292,2616,2974,1733,2318
562,16017,"Bonner County, Idaho",19646,24669,14693,17100,4953,7569
563,16019,"Bonneville County, Idaho",30484,39731,28753,36629,1731,3102
564,16021,"Boundary County, Idaho",4095,5175,3707,4421,388,754
565,16023,"Butte County, Idaho",1290,1354,1089,1129,201,225
566,16025,"Camas County, Idaho",601,831,396,487,205,344
567,16027,"Canyon County, Idaho",47965,69409,45018,63604,2947,5805
568,16029,"Caribou County, Idaho",3188,3226,2560,2606,628,620
569,16031,"Cassia County, Idaho",7862,8372,7060,7666,802,706
570,16033,"Clark County, Idaho",521,531,340,345,181,186
571,16035,"Clearwater County, Idaho",4144,4453,3456,3660,688,793
572,16037,"Custer County, Idaho",2983,3103,1770,1936,1213,1167
573,16039,"Elmore County, Idaho",10527,12162,9092,10140,1435,2022
574,16041,"Franklin County, Idaho",3872,4528,3476,4079,396,449
575,16043,"Fremont County, Idaho",6890,8531,3885,4436,3005,4095
576,16045,"Gem County, Idaho",5888,7099,5539,6495,349,604
577,16047,"Gooding County, Idaho",5505,6093,5046,5531,459,562
578,16049,"Idaho County, Idaho",7537,8744,6084,6834,1453,1910
579,16051,"Jefferson County, Idaho",6287,8722,5901,8146,386,576
580,16053,"Jerome County, Idaho",6713,8101,6298,7540,415,561
581,16055,"Kootenai County, Idaho",46607,63177,41308,54200,5299,8977
582,16057,"Latah County, Idaho",13838,15988,13059,14708,779,1280
583,16059,"Lemhi County, Idaho",4154,4729,3275,3576,879,1153
584,16061,"Lewis County, Idaho",1795,1880,1554,1657,241,223
585,16063,"Lincoln County, Idaho",1651,1976,1447,1705,204,271
586,16065,"Madison County, Idaho",7630,11280,7129,10611,501,669
587,16067,"Minidoka County, Idaho",7498,7665,6973,7170,525,495
588,16069,"Nez Perce County, Idaho",16203,17438,15286,16241,917,1197
589,16071,"Oneida County, Idaho",1755,1906,1430,1545,325,361
590,16073,"Owyhee County, Idaho",4452,4781,3710,4076,742,705
591,16075,"Payette County, Idaho",7949,8945,7371,8262,578,683
592,16077,"Power County, Idaho",2844,2944,2560,2641,284,303
593,16079,"Shoshone County, Idaho",7057,7061,5906,5605,1151,1456
594,16081,"Teton County, Idaho",2632,5478,2078,3651,554,1827
595,16083,"Twin Falls County, Idaho",25595,31072,23853,28760,1742,2312
596,16085,"Valley County, Idaho",8084,11789,3208,4393,4876,7396
597,16087,"Washington County, Idaho",4138,4529,3762,4034,376,495
598,17001,"Adams County, Illinois",29386,29842,26860,27375,2526,2467
599,17003,"Alexander County, Illinois",4591,4006,3808,3329,783,677
600,17005,"Bond County, Illinois",6690,7089,6155,6427,535,662
601,17007,"Boone County, Illinois",15414,19970,14597,18505,817,1465
602,17009,"Brown County, Illinois",2456,2462,2108,2099,348,363
603,17011,"Bureau County, Illinois",15331,15720,14182,14262,1149,1458
604,17013,"Calhoun County, Illinois",2681,2835,2046,2085,635,750
605,17015,"Carroll County, Illinois",7945,8437,6794,6622,1151,1815
606,17017,"Cass County, Illinois",5784,5836,5347,5270,437,566
607,17019,"Champaign County, Illinois",75280,87569,70597,80665,4683,6904
608,17021,"Christian County, Illinois",14992,15563,13921,14055,1071,1508
609,17023,"Clark County, Illinois",7816,7772,6971,6782,845,990
610,17025,"Clay County, Illinois",6394,6404,5839,5697,555,707
611,17027,"Clinton County, Illinois",13805,15311,12754,14005,1051,1306
612,17029,"Coles County, Illinois",22768,23425,21043,21463,1725,1962
613,17031,"Cook County, Illinois",2096121,2180359,1974181,1966356,121940,214003
614,17033,"Crawford County, Illinois",8785,8661,7842,7763,943,898
615,17035,"Cumberland County, Illinois",4876,4874,4368,4377,508,497
616,17037,"DeKalb County, Illinois",32988,41079,31674,38484,1314,2595
617,17039,"De Witt County, Illinois",7282,7521,6770,6811,512,710
618,17041,"Douglas County, Illinois",8005,8390,7574,7720,431,670
619,17043,"DuPage County, Illinois",335621,356179,325601,337132,10020,19047
620,17045,"Edgar County, Illinois",8611,8803,7874,7839,737,964
621,17047,"Edwards County, Illinois",3199,3187,2905,2840,294,347
622,17049,"Effingham County, Illinois",13959,14570,13001,13515,958,1055
623,17051,"Fayette County, Illinois",9053,9302,8146,8311,907,991
624,17053,"Ford County, Illinois",6060,6282,5639,5676,421,606
625,17055,"Franklin County, Illinois",18105,18525,16408,16617,1697,1908
626,17057,"Fulton County, Illinois",16240,16195,14877,14536,1363,1659
627,17059,"Gallatin County, Illinois",3071,2746,2726,2403,345,343
628,17061,"Greene County, Illinois",6332,6389,5757,5570,575,819
629,17063,"Grundy County, Illinois",15040,19996,14293,18546,747,1450
630,17065,"Hamilton County, Illinois",3983,4104,3462,3489,521,615
631,17067,"Hancock County, Illinois",8909,9274,8069,8040,840,1234
632,17069,"Hardin County, Illinois",2494,2488,1987,1915,507,573
633,17071,"Henderson County, Illinois",4126,3827,3365,3149,761,678
634,17073,"Henry County, Illinois",21270,22161,20056,20373,1214,1788
635,17075,"Iroquois County, Illinois",13362,13452,12220,11956,1142,1496
636,17077,"Jackson County, Illinois",26844,28578,24215,25538,2629,3040
637,17079,"Jasper County, Illinois",4294,4345,3930,3940,364,405
638,17081,"Jefferson County, Illinois",16990,16954,15374,15365,1616,1589
639,17083,"Jersey County, Illinois",8918,9848,8096,8828,822,1020
640,17085,"Jo Daviess County, Illinois",12003,13574,9218,9753,2785,3821
641,17087,"Johnson County, Illinois",5046,5598,4183,4584,863,1014
642,17089,"Kane County, Illinois",138998,182047,133901,170479,5097,11568
643,17091,"Kankakee County, Illinois",40610,45246,38182,41511,2428,3735
644,17093,"Kendall County, Illinois",19519,40321,18798,38022,721,2299
645,17095,"Knox County, Illinois",23717,24077,22056,21535,1661,2542
646,17097,"Lake County, Illinois",225919,260310,216297,241712,9622,18598
647,17099,"La Salle County, Illinois",46438,0,43417,0,3021,0
648,17099,"LaSalle County, Illinois",0,49978,0,45347,0,4631
649,17101,"Lawrence County, Illinois",7014,6936,6309,6130,705,806
650,17103,"Lee County, Illinois",14310,15049,13253,13758,1057,1291
651,17105,"Livingston County, Illinois",15297,15895,14374,14613,923,1282
652,17107,"Logan County, Illinois",11872,12107,11113,11070,759,1037
653,17109,"McDonough County, Illinois",13289,14419,12360,13057,929,1362
654,17111,"McHenry County, Illinois",92908,116040,89403,109199,3505,6841
